SearchBayesianSkopt: New best config found. Config 0: {'topK': 599, 'shrink': 803, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0323965, PRECISION: 0.0060599, PRECISION_RECALL_MIN_DEN: 0.0201996, RECALL: 0.0201996, MAP: 0.0068935, MRR: 0.0200171, NDCG: 0.0138958, F1: 0.0093229, HIT_RATE: 0.0605988, ARHR: 0.0203487, RMSE: 0.9927818, NOVELTY: 0.0051651, AVERAGE_POPULARITY: 0.6506602, DIVERSITY_MEAN_INTER_LIST: 0.8156327, DIVERSITY_HERFINDAHL: 0.9815593, COVERAGE_ITEM: 0.0340633, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1001144, SHANNON_ENTROPY: 6.3599889, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 998, 'shrink': 14, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0379378, PRECISION: 0.0070964, PRECISION_RECALL_MIN_DEN: 0.0236546, RECALL: 0.0236546, MAP: 0.0080903, MRR: 0.0235295, NDCG: 0.0162933, F1: 0.0109175, HIT_RATE: 0.0709637, ARHR: 0.0239002, RMSE: 0.9045963, NOVELTY: 0.0050206, AVERAGE_POPULARITY: 0.7606705, DIVERSITY_MEAN_INTER_LIST: 0.7370811, DIVERSITY_HERFINDAHL: 0.9737046, COVERAGE_ITEM: 0.0214112, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1080089, SHANNON_ENTROPY: 5.7909330, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 6, 'shrink': 23, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0013502, PRECISION: 0.0002555, PRECISION_RECALL_MIN_DEN: 0.0008517, RECALL: 0.0008517, MAP: 0.0002945, MRR: 0.0008715, NDCG: 0.0005924, F1: 0.0003931, HIT_RATE: 0.0025551, ARHR: 0.0008776, RMSE: 0.9980278, NOVELTY: 0.0059630, AVERAGE_POPULARITY: 0.0335402, DIVERSITY_MEAN_INTER_LIST: 0.3772757, DIVERSITY_HERFINDAHL: 0.9377258, COVERAGE_ITEM: 0.1620979, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0314290, SHANNON_ENTROPY: 4.8034478, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0380771, PRECISION: 0.0070964, PRECISION_RECALL_MIN_DEN: 0.0236546, RECALL: 0.0236546, MAP: 0.0081177, MRR: 0.0236183, NDCG: 0.0163256, F1: 0.0109175, HIT_RATE: 0.0709637, ARHR: 0.0239857, RMSE: 0.9909661, NOVELTY: 0.0050204, AVERAGE_POPULARITY: 0.7609255, DIVERSITY_MEAN_INTER_LIST: 0.7364772, DIVERSITY_HERFINDAHL: 0.9736442, COVERAGE_ITEM: 0.0205461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1123383, SHANNON_ENTROPY: 5.7884241, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 995, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0381273, PRECISION: 0.0071639, PRECISION_RECALL_MIN_DEN: 0.0238795, RECALL: 0.0238795, MAP: 0.0081158, MRR: 0.0236292, NDCG: 0.0163950, F1: 0.0110213, HIT_RATE: 0.0716386, ARHR: 0.0239882, RMSE: 5.3152011, NOVELTY: 0.0050241, AVERAGE_POPULARITY: 0.7579627, DIVERSITY_MEAN_INTER_LIST: 0.7419790, DIVERSITY_HERFINDAHL: 0.9741943, COVERAGE_ITEM: 0.0211408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1122715, SHANNON_ENTROPY: 5.8280074, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0381521, PRECISION: 0.0071542, PRECISION_RECALL_MIN_DEN: 0.0238474, RECALL: 0.0238474, MAP: 0.0081235, MRR: 0.0236645, NDCG: 0.0163957, F1: 0.0110065, HIT_RATE: 0.0715422, ARHR: 0.0240175, RMSE: 5.3329425, NOVELTY: 0.0050231, AVERAGE_POPULARITY: 0.7587904, DIVERSITY_MEAN_INTER_LIST: 0.7411382, DIVERSITY_HERFINDAHL: 0.9741103, COVERAGE_ITEM: 0.0206542, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1142763, SHANNON_ENTROPY: 5.8207275, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 999, 'shrink': 990, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0380075, PRECISION: 0.0070819, PRECISION_RECALL_MIN_DEN: 0.0236064, RECALL: 0.0236064, MAP: 0.0080897, MRR: 0.0235309, NDCG: 0.0162803, F1: 0.0108952, HIT_RATE: 0.0708191, ARHR: 0.0239000, RMSE: 0.9908831, NOVELTY: 0.0050205, AVERAGE_POPULARITY: 0.7608028, DIVERSITY_MEAN_INTER_LIST: 0.7368812, DIVERSITY_HERFINDAHL: 0.9736846, COVERAGE_ITEM: 0.0208705, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1107453, SHANNON_ENTROPY: 5.7906408, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 996, 'shrink': 23, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0381256, PRECISION: 0.0071301, PRECISION_RECALL_MIN_DEN: 0.0237671, RECALL: 0.0237671, MAP: 0.0081239, MRR: 0.0236152, NDCG: 0.0163644, F1: 0.0109694, HIT_RATE: 0.0713012, ARHR: 0.0239934, RMSE: 0.8354590, NOVELTY: 0.0050209, AVERAGE_POPULARITY: 0.7604597, DIVERSITY_MEAN_INTER_LIST: 0.7371687, DIVERSITY_HERFINDAHL: 0.9737133, COVERAGE_ITEM: 0.0219519, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1055538, SHANNON_ENTROPY: 5.7927629, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0380771, PRECISION: 0.0070964, PRECISION_RECALL_MIN_DEN: 0.0236546, RECALL: 0.0236546, MAP: 0.0081177, MRR: 0.0236183, NDCG: 0.0163256, F1: 0.0109175, HIT_RATE: 0.0709637, ARHR: 0.0239857, RMSE: 0.9909661, NOVELTY: 0.0050204, AVERAGE_POPULARITY: 0.7609255, DIVERSITY_MEAN_INTER_LIST: 0.7364772, DIVERSITY_HERFINDAHL: 0.9736442, COVERAGE_ITEM: 0.0205461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1123383, SHANNON_ENTROPY: 5.7884241, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0381521, PRECISION: 0.0071542, PRECISION_RECALL_MIN_DEN: 0.0238474, RECALL: 0.0238474, MAP: 0.0081235, MRR: 0.0236645, NDCG: 0.0163957, F1: 0.0110065, HIT_RATE: 0.0715422, ARHR: 0.0240175, RMSE: 5.3329425, NOVELTY: 0.0050231, AVERAGE_POPULARITY: 0.7587904, DIVERSITY_MEAN_INTER_LIST: 0.7411382, DIVERSITY_HERFINDAHL: 0.9741103, COVERAGE_ITEM: 0.0206542, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1142763, SHANNON_ENTROPY: 5.8207275, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0380771, PRECISION: 0.0070964, PRECISION_RECALL_MIN_DEN: 0.0236546, RECALL: 0.0236546, MAP: 0.0081177, MRR: 0.0236183, NDCG: 0.0163256, F1: 0.0109175, HIT_RATE: 0.0709637, ARHR: 0.0239857, RMSE: 0.9909661, NOVELTY: 0.0050204, AVERAGE_POPULARITY: 0.7609255, DIVERSITY_MEAN_INTER_LIST: 0.7364772, DIVERSITY_HERFINDAHL: 0.9736442, COVERAGE_ITEM: 0.0205461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1123383, SHANNON_ENTROPY: 5.7884241, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 6, 'shrink': 982, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0013502, PRECISION: 0.0002555, PRECISION_RECALL_MIN_DEN: 0.0008517, RECALL: 0.0008517, MAP: 0.0002945, MRR: 0.0008715, NDCG: 0.0005924, F1: 0.0003931, HIT_RATE: 0.0025551, ARHR: 0.0008776, RMSE: 0.9999352, NOVELTY: 0.0059630, AVERAGE_POPULARITY: 0.0335402, DIVERSITY_MEAN_INTER_LIST: 0.3772757, DIVERSITY_HERFINDAHL: 0.9377258, COVERAGE_ITEM: 0.1620979, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0314290, SHANNON_ENTROPY: 4.8034478, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0381521, PRECISION: 0.0071542, PRECISION_RECALL_MIN_DEN: 0.0238474, RECALL: 0.0238474, MAP: 0.0081235, MRR: 0.0236645, NDCG: 0.0163957, F1: 0.0110065, HIT_RATE: 0.0715422, ARHR: 0.0240175, RMSE: 5.3329425, NOVELTY: 0.0050231, AVERAGE_POPULARITY: 0.7587904, DIVERSITY_MEAN_INTER_LIST: 0.7411382, DIVERSITY_HERFINDAHL: 0.9741103, COVERAGE_ITEM: 0.0206542, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1142763, SHANNON_ENTROPY: 5.8207275, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 998, 'shrink': 958, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0379264, PRECISION: 0.0071253, PRECISION_RECALL_MIN_DEN: 0.0237510, RECALL: 0.0237510, MAP: 0.0080949, MRR: 0.0235237, NDCG: 0.0163247, F1: 0.0109620, HIT_RATE: 0.0712530, ARHR: 0.0239042, RMSE: 0.9905888, NOVELTY: 0.0050209, AVERAGE_POPULARITY: 0.7604338, DIVERSITY_MEAN_INTER_LIST: 0.7374035, DIVERSITY_HERFINDAHL: 0.9737368, COVERAGE_ITEM: 0.0214112, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1082334, SHANNON_ENTROPY: 5.7936567, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 991, 'shrink': 20, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0379706, PRECISION: 0.0071157, PRECISION_RECALL_MIN_DEN: 0.0237188, RECALL: 0.0237188, MAP: 0.0080949, MRR: 0.0235179, NDCG: 0.0163150, F1: 0.0109472, HIT_RATE: 0.0711565, ARHR: 0.0239012, RMSE: 0.8451818, NOVELTY: 0.0050220, AVERAGE_POPULARITY: 0.7595285, DIVERSITY_MEAN_INTER_LIST: 0.7381678, DIVERSITY_HERFINDAHL: 0.9738132, COVERAGE_ITEM: 0.0208164, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1117828, SHANNON_ENTROPY: 5.7994381, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 995, 'shrink': 969, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0379877, PRECISION: 0.0071157, PRECISION_RECALL_MIN_DEN: 0.0237188, RECALL: 0.0237188, MAP: 0.0081088, MRR: 0.0235618, NDCG: 0.0163300, F1: 0.0109472, HIT_RATE: 0.0711565, ARHR: 0.0239442, RMSE: 0.9907149, NOVELTY: 0.0050212, AVERAGE_POPULARITY: 0.7601319, DIVERSITY_MEAN_INTER_LIST: 0.7375588, DIVERSITY_HERFINDAHL: 0.9737523, COVERAGE_ITEM: 0.0211408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1096971, SHANNON_ENTROPY: 5.7951412, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0380771, PRECISION: 0.0070964, PRECISION_RECALL_MIN_DEN: 0.0236546, RECALL: 0.0236546, MAP: 0.0081177, MRR: 0.0236183, NDCG: 0.0163256, F1: 0.0109175, HIT_RATE: 0.0709637, ARHR: 0.0239857, RMSE: 0.9909661, NOVELTY: 0.0050204, AVERAGE_POPULARITY: 0.7609255, DIVERSITY_MEAN_INTER_LIST: 0.7364772, DIVERSITY_HERFINDAHL: 0.9736442, COVERAGE_ITEM: 0.0205461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1123383, SHANNON_ENTROPY: 5.7884241, 
SearchBayesianSkopt: Search complete. Best config is 10: {'topK': 996, 'shrink': 983, 'similarity': 'jaccard', 'normalize': True}
