SearchBayesianSkopt: New best config found. Config 0: {'topK': 861, 'shrink': 330, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0249701, PRECISION: 0.0044776, PRECISION_RECALL_MIN_DEN: 0.0149254, RECALL: 0.0149254, MAP: 0.0052040, MRR: 0.0151840, NDCG: 0.0104131, F1: 0.0068886, HIT_RATE: 0.0447761, ARHR: 0.0153980, RMSE: 0.9961669, NOVELTY: 0.0058139, AVERAGE_POPULARITY: 0.4290609, DIVERSITY_MEAN_INTER_LIST: 0.9305184, DIVERSITY_HERFINDAHL: 0.9930314, COVERAGE_ITEM: 0.0974317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2195310, SHANNON_ENTROPY: 8.5659630, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 1125, 'shrink': 515, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0259944, PRECISION: 0.0048727, PRECISION_RECALL_MIN_DEN: 0.0162423, RECALL: 0.0162423, MAP: 0.0055780, MRR: 0.0163238, NDCG: 0.0112246, F1: 0.0074965, HIT_RATE: 0.0487270, ARHR: 0.0165290, RMSE: 0.9965509, NOVELTY: 0.0056846, AVERAGE_POPULARITY: 0.4872203, DIVERSITY_MEAN_INTER_LIST: 0.8928578, DIVERSITY_HERFINDAHL: 0.9892662, COVERAGE_ITEM: 0.0801298, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2069686, SHANNON_ENTROPY: 8.0747256, 
SearchBayesianSkopt: New best config found. Config 2: {'topK': 1204, 'shrink': 122, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0318704, PRECISION: 0.0061457, PRECISION_RECALL_MIN_DEN: 0.0204858, RECALL: 0.0204858, MAP: 0.0065927, MRR: 0.0190705, NDCG: 0.0136520, F1: 0.0094550, HIT_RATE: 0.0614574, ARHR: 0.0194243, RMSE: 0.9823578, NOVELTY: 0.0055206, AVERAGE_POPULARITY: 0.5430272, DIVERSITY_MEAN_INTER_LIST: 0.8568657, DIVERSITY_HERFINDAHL: 0.9856678, COVERAGE_ITEM: 0.0692079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1752806, SHANNON_ENTROPY: 7.5995117, 
SearchBayesianSkopt: New best config found. Config 3: {'topK': 2150, 'shrink': 1801, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0369019, PRECISION: 0.0072432, PRECISION_RECALL_MIN_DEN: 0.0241440, RECALL: 0.0241440, MAP: 0.0078493, MRR: 0.0226242, NDCG: 0.0161437, F1: 0.0111434, HIT_RATE: 0.0724320, ARHR: 0.0230860, RMSE: 0.9976406, NOVELTY: 0.0052895, AVERAGE_POPULARITY: 0.6447041, DIVERSITY_MEAN_INTER_LIST: 0.7645303, DIVERSITY_HERFINDAHL: 0.9764362, COVERAGE_ITEM: 0.0371452, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1572152, SHANNON_ENTROPY: 6.6411204, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 965, 'shrink': 957, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0243193, PRECISION: 0.0045874, PRECISION_RECALL_MIN_DEN: 0.0152912, RECALL: 0.0152912, MAP: 0.0048477, MRR: 0.0143456, NDCG: 0.0101684, F1: 0.0070575, HIT_RATE: 0.0458736, ARHR: 0.0144443, RMSE: 0.9984862, NOVELTY: 0.0057750, AVERAGE_POPULARITY: 0.4461248, DIVERSITY_MEAN_INTER_LIST: 0.9198873, DIVERSITY_HERFINDAHL: 0.9919685, COVERAGE_ITEM: 0.0904028, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2213628, SHANNON_ENTROPY: 8.4233445, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 2349, 'shrink': 1463, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0379917, PRECISION: 0.0074627, PRECISION_RECALL_MIN_DEN: 0.0248756, RECALL: 0.0248756, MAP: 0.0079950, MRR: 0.0230260, NDCG: 0.0165382, F1: 0.0114811, HIT_RATE: 0.0746269, ARHR: 0.0235055, RMSE: 0.9968245, NOVELTY: 0.0052457, AVERAGE_POPULARITY: 0.6599587, DIVERSITY_MEAN_INTER_LIST: 0.7492436, DIVERSITY_HERFINDAHL: 0.9749079, COVERAGE_ITEM: 0.0330900, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497931, SHANNON_ENTROPY: 6.4639865, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1971, 'shrink': 681, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0368089, PRECISION: 0.0070018, PRECISION_RECALL_MIN_DEN: 0.0233392, RECALL: 0.0233392, MAP: 0.0076255, MRR: 0.0220274, NDCG: 0.0156705, F1: 0.0107719, HIT_RATE: 0.0700176, ARHR: 0.0224520, RMSE: 0.9944331, NOVELTY: 0.0053365, AVERAGE_POPULARITY: 0.6278299, DIVERSITY_MEAN_INTER_LIST: 0.7796405, DIVERSITY_HERFINDAHL: 0.9779469, COVERAGE_ITEM: 0.0400108, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1588495, SHANNON_ENTROPY: 6.7654595, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1486, 'shrink': 1393, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0323170, PRECISION: 0.0060799, PRECISION_RECALL_MIN_DEN: 0.0202663, RECALL: 0.0202663, MAP: 0.0067945, MRR: 0.0197015, NDCG: 0.0138102, F1: 0.0093537, HIT_RATE: 0.0607989, ARHR: 0.0200426, RMSE: 0.9981088, NOVELTY: 0.0054920, AVERAGE_POPULARITY: 0.5620900, DIVERSITY_MEAN_INTER_LIST: 0.8377048, DIVERSITY_HERFINDAHL: 0.9837521, COVERAGE_ITEM: 0.0542309, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1834811, SHANNON_ENTROPY: 7.3510957, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 674, 'shrink': 1987, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0224109, PRECISION: 0.0040825, PRECISION_RECALL_MIN_DEN: 0.0136084, RECALL: 0.0136084, MAP: 0.0044581, MRR: 0.0133255, NDCG: 0.0092386, F1: 0.0062808, HIT_RATE: 0.0408253, ARHR: 0.0133499, RMSE: 0.9995323, NOVELTY: 0.0059002, AVERAGE_POPULARITY: 0.3835271, DIVERSITY_MEAN_INTER_LIST: 0.9388581, DIVERSITY_HERFINDAHL: 0.9938652, COVERAGE_ITEM: 0.0882941, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2071422, SHANNON_ENTROPY: 8.5183924, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 1284, 'shrink': 642, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0299315, PRECISION: 0.0055092, PRECISION_RECALL_MIN_DEN: 0.0183641, RECALL: 0.0183641, MAP: 0.0064072, MRR: 0.0188370, NDCG: 0.0128165, F1: 0.0084757, HIT_RATE: 0.0550922, ARHR: 0.0190293, RMSE: 0.9966874, NOVELTY: 0.0055727, AVERAGE_POPULARITY: 0.5240642, DIVERSITY_MEAN_INTER_LIST: 0.8670008, DIVERSITY_HERFINDAHL: 0.9866810, COVERAGE_ITEM: 0.0702352, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1873995, SHANNON_ENTROPY: 7.7219433, 
SearchBayesianSkopt: New best config found. Config 10: {'topK': 2639, 'shrink': 254, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0405646, PRECISION: 0.0076163, PRECISION_RECALL_MIN_DEN: 0.0253878, RECALL: 0.0253878, MAP: 0.0085250, MRR: 0.0246069, NDCG: 0.0173009, F1: 0.0117174, HIT_RATE: 0.0761633, ARHR: 0.0250910, RMSE: 0.9802125, NOVELTY: 0.0051795, AVERAGE_POPULARITY: 0.6847669, DIVERSITY_MEAN_INTER_LIST: 0.7315924, DIVERSITY_HERFINDAHL: 0.9731432, COVERAGE_ITEM: 0.0290349, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1352749, SHANNON_ENTROPY: 6.2330344, 
