SearchBayesianSkopt: New best config found. Config 0: {'topK': 493, 'shrink': 1221, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0738537, PRECISION: 0.0113456, PRECISION_RECALL_MIN_DEN: 0.0378185, RECALL: 0.0378185, MAP: 0.0199435, MRR: 0.0557785, NDCG: 0.0332254, F1: 0.0174547, HIT_RATE: 0.1134556, ARHR: 0.0577577, RMSE: 0.9883681, NOVELTY: 0.0053520, AVERAGE_POPULARITY: 0.5085260, DIVERSITY_MEAN_INTER_LIST: 0.8402867, DIVERSITY_HERFINDAHL: 0.9840141, COVERAGE_ITEM: 0.1347932, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0816793, SHANNON_ENTROPY: 7.0835462, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 301, 'shrink': 1792, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0768355, PRECISION: 0.0117779, PRECISION_RECALL_MIN_DEN: 0.0392598, RECALL: 0.0392598, MAP: 0.0203450, MRR: 0.0571122, NDCG: 0.0341649, F1: 0.0181199, HIT_RATE: 0.1177793, ARHR: 0.0590251, RMSE: 0.9922289, NOVELTY: 0.0053803, AVERAGE_POPULARITY: 0.4949986, DIVERSITY_MEAN_INTER_LIST: 0.8518731, DIVERSITY_HERFINDAHL: 0.9851726, COVERAGE_ITEM: 0.1519330, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0875531, SHANNON_ENTROPY: 7.2638501, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 353, 'shrink': 1684, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0754579, PRECISION: 0.0117088, PRECISION_RECALL_MIN_DEN: 0.0390292, RECALL: 0.0390292, MAP: 0.0203103, MRR: 0.0568239, NDCG: 0.0340052, F1: 0.0180135, HIT_RATE: 0.1170875, ARHR: 0.0588291, RMSE: 0.9915056, NOVELTY: 0.0053690, AVERAGE_POPULARITY: 0.5011426, DIVERSITY_MEAN_INTER_LIST: 0.8463760, DIVERSITY_HERFINDAHL: 0.9846230, COVERAGE_ITEM: 0.1464720, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0853273, SHANNON_ENTROPY: 7.1882561, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 323, 'shrink': 1869, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0755948, PRECISION: 0.0117088, PRECISION_RECALL_MIN_DEN: 0.0390292, RECALL: 0.0390292, MAP: 0.0202165, MRR: 0.0564622, NDCG: 0.0338921, F1: 0.0180135, HIT_RATE: 0.1170875, ARHR: 0.0585075, RMSE: 0.9923426, NOVELTY: 0.0053730, AVERAGE_POPULARITY: 0.4993799, DIVERSITY_MEAN_INTER_LIST: 0.8481220, DIVERSITY_HERFINDAHL: 0.9847975, COVERAGE_ITEM: 0.1492836, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0861670, SHANNON_ENTROPY: 7.2133441, 
SearchBayesianSkopt: New best config found. Config 4: {'topK': 183, 'shrink': 1498, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0793840, PRECISION: 0.0121411, PRECISION_RECALL_MIN_DEN: 0.0404704, RECALL: 0.0404704, MAP: 0.0212328, MRR: 0.0594703, NDCG: 0.0354665, F1: 0.0186787, HIT_RATE: 0.1214113, ARHR: 0.0615339, RMSE: 0.9922587, NOVELTY: 0.0054399, AVERAGE_POPULARITY: 0.4627839, DIVERSITY_MEAN_INTER_LIST: 0.8738471, DIVERSITY_HERFINDAHL: 0.9873696, COVERAGE_ITEM: 0.1736686, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0993226, SHANNON_ENTROPY: 7.6226518, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 14, 'shrink': 1012, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0816570, PRECISION: 0.0126254, PRECISION_RECALL_MIN_DEN: 0.0420846, RECALL: 0.0420846, MAP: 0.0219162, MRR: 0.0609703, NDCG: 0.0366323, F1: 0.0194237, HIT_RATE: 0.1262539, ARHR: 0.0633139, RMSE: 0.9963367, NOVELTY: 0.0058053, AVERAGE_POPULARITY: 0.3058149, DIVERSITY_MEAN_INTER_LIST: 0.9244444, DIVERSITY_HERFINDAHL: 0.9924285, COVERAGE_ITEM: 0.2622871, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1602354, SHANNON_ENTROPY: 9.0287042, 
SearchBayesianSkopt: New best config found. Config 6: {'topK': 5, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0852926, PRECISION: 0.0130751, PRECISION_RECALL_MIN_DEN: 0.0435835, RECALL: 0.0435835, MAP: 0.0226439, MRR: 0.0634290, NDCG: 0.0379617, F1: 0.0201155, HIT_RATE: 0.1307506, ARHR: 0.0656336, RMSE: 0.9974294, NOVELTY: 0.0059476, AVERAGE_POPULARITY: 0.2581196, DIVERSITY_MEAN_INTER_LIST: 0.9212214, DIVERSITY_HERFINDAHL: 0.9921062, COVERAGE_ITEM: 0.2691538, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1779764, SHANNON_ENTROPY: 9.2384895, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0831177, PRECISION: 0.0125735, PRECISION_RECALL_MIN_DEN: 0.0419117, RECALL: 0.0419117, MAP: 0.0217856, MRR: 0.0611901, NDCG: 0.0365631, F1: 0.0193439, HIT_RATE: 0.1257350, ARHR: 0.0632394, RMSE: 0.9984581, NOVELTY: 0.0059553, AVERAGE_POPULARITY: 0.2622660, DIVERSITY_MEAN_INTER_LIST: 0.9198869, DIVERSITY_HERFINDAHL: 0.9919728, COVERAGE_ITEM: 0.2782374, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1782005, SHANNON_ENTROPY: 9.2254102, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 500, 'shrink': 1015, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0751268, PRECISION: 0.0114147, PRECISION_RECALL_MIN_DEN: 0.0380491, RECALL: 0.0380491, MAP: 0.0201867, MRR: 0.0565244, NDCG: 0.0335751, F1: 0.0175611, HIT_RATE: 0.1141474, ARHR: 0.0584954, RMSE: 0.9867212, NOVELTY: 0.0053605, AVERAGE_POPULARITY: 0.5031015, DIVERSITY_MEAN_INTER_LIST: 0.8447008, DIVERSITY_HERFINDAHL: 0.9844555, COVERAGE_ITEM: 0.1359827, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0831635, SHANNON_ENTROPY: 7.1378190, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0831177, PRECISION: 0.0125735, PRECISION_RECALL_MIN_DEN: 0.0419117, RECALL: 0.0419117, MAP: 0.0217856, MRR: 0.0611901, NDCG: 0.0365631, F1: 0.0193439, HIT_RATE: 0.1257350, ARHR: 0.0632394, RMSE: 0.9984581, NOVELTY: 0.0059553, AVERAGE_POPULARITY: 0.2622660, DIVERSITY_MEAN_INTER_LIST: 0.9198869, DIVERSITY_HERFINDAHL: 0.9919728, COVERAGE_ITEM: 0.2782374, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1782005, SHANNON_ENTROPY: 9.2254102, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 8, 'shrink': 1004, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0823957, PRECISION: 0.0129194, PRECISION_RECALL_MIN_DEN: 0.0430647, RECALL: 0.0430647, MAP: 0.0224534, MRR: 0.0626609, NDCG: 0.0375083, F1: 0.0198760, HIT_RATE: 0.1291941, ARHR: 0.0649637, RMSE: 0.9970254, NOVELTY: 0.0058790, AVERAGE_POPULARITY: 0.2802948, DIVERSITY_MEAN_INTER_LIST: 0.9233490, DIVERSITY_HERFINDAHL: 0.9923189, COVERAGE_ITEM: 0.2639092, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1702620, SHANNON_ENTROPY: 9.1463112, 
