SearchBayesianSkopt: New best config found. Config 0: {'topK': 453, 'shrink': 1395, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0701593, PRECISION: 0.0115717, PRECISION_RECALL_MIN_DEN: 0.0385724, RECALL: 0.0385724, MAP: 0.0173528, MRR: 0.0501726, NDCG: 0.0309846, F1: 0.0178027, HIT_RATE: 0.1157173, ARHR: 0.0511019, RMSE: 0.9391357, NOVELTY: 0.0051731, AVERAGE_POPULARITY: 0.6792416, DIVERSITY_MEAN_INTER_LIST: 0.8069910, DIVERSITY_HERFINDAHL: 0.9806859, COVERAGE_ITEM: 0.0854826, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0834673, SHANNON_ENTROPY: 6.8124864, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 543, 'shrink': 1499, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0684843, PRECISION: 0.0112453, PRECISION_RECALL_MIN_DEN: 0.0374844, RECALL: 0.0374844, MAP: 0.0167650, MRR: 0.0485986, NDCG: 0.0300435, F1: 0.0173005, HIT_RATE: 0.1124531, ARHR: 0.0494351, RMSE: 0.9368627, NOVELTY: 0.0051489, AVERAGE_POPULARITY: 0.6937310, DIVERSITY_MEAN_INTER_LIST: 0.7885029, DIVERSITY_HERFINDAHL: 0.9788374, COVERAGE_ITEM: 0.0805082, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0766311, SHANNON_ENTROPY: 6.6268035, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 483, 'shrink': 523, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0730537, PRECISION: 0.0118165, PRECISION_RECALL_MIN_DEN: 0.0393885, RECALL: 0.0393885, MAP: 0.0183042, MRR: 0.0524033, NDCG: 0.0321908, F1: 0.0181793, HIT_RATE: 0.1181655, ARHR: 0.0536416, RMSE: 0.8878330, NOVELTY: 0.0053298, AVERAGE_POPULARITY: 0.5846937, DIVERSITY_MEAN_INTER_LIST: 0.8920258, DIVERSITY_HERFINDAHL: 0.9891880, COVERAGE_ITEM: 0.1041903, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1255383, SHANNON_ENTROPY: 7.8082164, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 905, 'shrink': 1185, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0689948, PRECISION: 0.0112616, PRECISION_RECALL_MIN_DEN: 0.0375388, RECALL: 0.0375388, MAP: 0.0171191, MRR: 0.0493024, NDCG: 0.0303851, F1: 0.0173256, HIT_RATE: 0.1126163, ARHR: 0.0503136, RMSE: 0.9034283, NOVELTY: 0.0051291, AVERAGE_POPULARITY: 0.7051912, DIVERSITY_MEAN_INTER_LIST: 0.7686709, DIVERSITY_HERFINDAHL: 0.9768545, COVERAGE_ITEM: 0.0731008, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0721435, SHANNON_ENTROPY: 6.4502888, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 910, 'shrink': 272, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0723280, PRECISION: 0.0116533, PRECISION_RECALL_MIN_DEN: 0.0388445, RECALL: 0.0388445, MAP: 0.0183695, MRR: 0.0521223, NDCG: 0.0320104, F1: 0.0179282, HIT_RATE: 0.1165334, ARHR: 0.0535949, RMSE: 0.7990986, NOVELTY: 0.0054794, AVERAGE_POPULARITY: 0.4981143, DIVERSITY_MEAN_INTER_LIST: 0.9321091, DIVERSITY_HERFINDAHL: 0.9931957, COVERAGE_ITEM: 0.1146256, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1586629, SHANNON_ENTROPY: 8.4566579, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 925, 'shrink': 746, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0724245, PRECISION: 0.0115391, PRECISION_RECALL_MIN_DEN: 0.0384636, RECALL: 0.0384636, MAP: 0.0182012, MRR: 0.0522535, NDCG: 0.0318132, F1: 0.0177524, HIT_RATE: 0.1153909, ARHR: 0.0534082, RMSE: 0.8682212, NOVELTY: 0.0052100, AVERAGE_POPULARITY: 0.6548774, DIVERSITY_MEAN_INTER_LIST: 0.8251481, DIVERSITY_HERFINDAHL: 0.9825013, COVERAGE_ITEM: 0.0878075, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0920697, SHANNON_ENTROPY: 7.0153552, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 470, 'shrink': 163, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0739349, PRECISION: 0.0116533, PRECISION_RECALL_MIN_DEN: 0.0388445, RECALL: 0.0388445, MAP: 0.0187049, MRR: 0.0535963, NDCG: 0.0324707, F1: 0.0179282, HIT_RATE: 0.1165334, ARHR: 0.0548464, RMSE: 0.8418251, NOVELTY: 0.0055182, AVERAGE_POPULARITY: 0.4861950, DIVERSITY_MEAN_INTER_LIST: 0.9429889, DIVERSITY_HERFINDAHL: 0.9942835, COVERAGE_ITEM: 0.1424169, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1583904, SHANNON_ENTROPY: 8.6988410, 
SearchBayesianSkopt: New best config found. Config 17: {'topK': 16, 'shrink': 699, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0953788, PRECISION: 0.0152766, PRECISION_RECALL_MIN_DEN: 0.0509221, RECALL: 0.0509221, MAP: 0.0238493, MRR: 0.0674549, NDCG: 0.0417330, F1: 0.0235025, HIT_RATE: 0.1527664, ARHR: 0.0694787, RMSE: 0.9848518, NOVELTY: 0.0056442, AVERAGE_POPULARITY: 0.4237236, DIVERSITY_MEAN_INTER_LIST: 0.9661960, DIVERSITY_HERFINDAHL: 0.9966038, COVERAGE_ITEM: 0.1358205, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1999165, SHANNON_ENTROPY: 9.2041835, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 389, 'shrink': 1404, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0712045, PRECISION: 0.0116533, PRECISION_RECALL_MIN_DEN: 0.0388445, RECALL: 0.0388445, MAP: 0.0172332, MRR: 0.0500262, NDCG: 0.0310042, F1: 0.0179282, HIT_RATE: 0.1165334, ARHR: 0.0508512, RMSE: 0.9437539, NOVELTY: 0.0051881, AVERAGE_POPULARITY: 0.6703840, DIVERSITY_MEAN_INTER_LIST: 0.8182212, DIVERSITY_HERFINDAHL: 0.9818088, COVERAGE_ITEM: 0.0891592, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0869996, SHANNON_ENTROPY: 6.9222454, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 702, 'shrink': 977, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0695422, PRECISION: 0.0111963, PRECISION_RECALL_MIN_DEN: 0.0373211, RECALL: 0.0373211, MAP: 0.0174152, MRR: 0.0497329, NDCG: 0.0305663, F1: 0.0172251, HIT_RATE: 0.1119634, ARHR: 0.0509730, RMSE: 0.9028474, NOVELTY: 0.0051807, AVERAGE_POPULARITY: 0.6736249, DIVERSITY_MEAN_INTER_LIST: 0.8095121, DIVERSITY_HERFINDAHL: 0.9809380, COVERAGE_ITEM: 0.0864017, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0840567, SHANNON_ENTROPY: 6.8420437, 
SearchBayesianSkopt: New best config found. Config 20: {'topK': 8, 'shrink': 26, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1086877, PRECISION: 0.0181655, PRECISION_RECALL_MIN_DEN: 0.0605517, RECALL: 0.0605517, MAP: 0.0265046, MRR: 0.0742807, NDCG: 0.0475497, F1: 0.0279469, HIT_RATE: 0.1816550, ARHR: 0.0768881, RMSE: 0.9700454, NOVELTY: 0.0066820, AVERAGE_POPULARITY: 0.1806274, DIVERSITY_MEAN_INTER_LIST: 0.9910416, DIVERSITY_HERFINDAHL: 0.9990880, COVERAGE_ITEM: 0.4063260, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3122601, SHANNON_ENTROPY: 11.3664076, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 18, 'shrink': 22, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0992201, PRECISION: 0.0161417, PRECISION_RECALL_MIN_DEN: 0.0538056, RECALL: 0.0538056, MAP: 0.0243431, MRR: 0.0684733, NDCG: 0.0431508, F1: 0.0248333, HIT_RATE: 0.1614167, ARHR: 0.0707378, RMSE: 0.9599687, NOVELTY: 0.0066657, AVERAGE_POPULARITY: 0.1934705, DIVERSITY_MEAN_INTER_LIST: 0.9910869, DIVERSITY_HERFINDAHL: 0.9990925, COVERAGE_ITEM: 0.4572046, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3300496, SHANNON_ENTROPY: 11.5318730, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 7, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0650887, PRECISION: 0.0105761, PRECISION_RECALL_MIN_DEN: 0.0352538, RECALL: 0.0352538, MAP: 0.0162061, MRR: 0.0459512, NDCG: 0.0285845, F1: 0.0162710, HIT_RATE: 0.1057614, ARHR: 0.0472766, RMSE: 0.9672936, NOVELTY: 0.0074868, AVERAGE_POPULARITY: 0.0668170, DIVERSITY_MEAN_INTER_LIST: 0.9976392, DIVERSITY_HERFINDAHL: 0.9997476, COVERAGE_ITEM: 0.7151663, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5200390, SHANNON_ENTROPY: 13.0008422, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0659751, PRECISION: 0.0105435, PRECISION_RECALL_MIN_DEN: 0.0351450, RECALL: 0.0351450, MAP: 0.0164858, MRR: 0.0468599, NDCG: 0.0288738, F1: 0.0162208, HIT_RATE: 0.1054350, ARHR: 0.0481414, RMSE: 0.9703654, NOVELTY: 0.0075232, AVERAGE_POPULARITY: 0.0671892, DIVERSITY_MEAN_INTER_LIST: 0.9976267, DIVERSITY_HERFINDAHL: 0.9997464, COVERAGE_ITEM: 0.7158692, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5231792, SHANNON_ENTROPY: 13.0079547, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0659751, PRECISION: 0.0105435, PRECISION_RECALL_MIN_DEN: 0.0351450, RECALL: 0.0351450, MAP: 0.0164858, MRR: 0.0468599, NDCG: 0.0288738, F1: 0.0162208, HIT_RATE: 0.1054350, ARHR: 0.0481414, RMSE: 0.9703654, NOVELTY: 0.0075232, AVERAGE_POPULARITY: 0.0671892, DIVERSITY_MEAN_INTER_LIST: 0.9976267, DIVERSITY_HERFINDAHL: 0.9997464, COVERAGE_ITEM: 0.7158692, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5231792, SHANNON_ENTROPY: 13.0079547, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 998, 'shrink': 45, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0667764, PRECISION: 0.0109842, PRECISION_RECALL_MIN_DEN: 0.0366139, RECALL: 0.0366139, MAP: 0.0164328, MRR: 0.0462573, NDCG: 0.0292011, F1: 0.0168987, HIT_RATE: 0.1098417, ARHR: 0.0477698, RMSE: 0.7076453, NOVELTY: 0.0059011, AVERAGE_POPULARITY: 0.3579304, DIVERSITY_MEAN_INTER_LIST: 0.9677579, DIVERSITY_HERFINDAHL: 0.9967600, COVERAGE_ITEM: 0.2343336, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2254341, SHANNON_ENTROPY: 9.8037000, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0659751, PRECISION: 0.0105435, PRECISION_RECALL_MIN_DEN: 0.0351450, RECALL: 0.0351450, MAP: 0.0164858, MRR: 0.0468599, NDCG: 0.0288738, F1: 0.0162208, HIT_RATE: 0.1054350, ARHR: 0.0481414, RMSE: 0.9703654, NOVELTY: 0.0075232, AVERAGE_POPULARITY: 0.0671892, DIVERSITY_MEAN_INTER_LIST: 0.9976267, DIVERSITY_HERFINDAHL: 0.9997464, COVERAGE_ITEM: 0.7158692, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5231792, SHANNON_ENTROPY: 13.0079547, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0659751, PRECISION: 0.0105435, PRECISION_RECALL_MIN_DEN: 0.0351450, RECALL: 0.0351450, MAP: 0.0164858, MRR: 0.0468599, NDCG: 0.0288738, F1: 0.0162208, HIT_RATE: 0.1054350, ARHR: 0.0481414, RMSE: 0.9703654, NOVELTY: 0.0075232, AVERAGE_POPULARITY: 0.0671892, DIVERSITY_MEAN_INTER_LIST: 0.9976267, DIVERSITY_HERFINDAHL: 0.9997464, COVERAGE_ITEM: 0.7158692, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5231792, SHANNON_ENTROPY: 13.0079547, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 10, 'shrink': 1489, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0970143, PRECISION: 0.0160274, PRECISION_RECALL_MIN_DEN: 0.0534247, RECALL: 0.0534247, MAP: 0.0242923, MRR: 0.0685155, NDCG: 0.0429516, F1: 0.0246576, HIT_RATE: 0.1602742, ARHR: 0.0706799, RMSE: 0.9926280, NOVELTY: 0.0056214, AVERAGE_POPULARITY: 0.4347305, DIVERSITY_MEAN_INTER_LIST: 0.9636656, DIVERSITY_HERFINDAHL: 0.9963508, COVERAGE_ITEM: 0.1364152, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1900133, SHANNON_ENTROPY: 9.1122894, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 992, 'shrink': 1494, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0676036, PRECISION: 0.0112616, PRECISION_RECALL_MIN_DEN: 0.0375388, RECALL: 0.0375388, MAP: 0.0167359, MRR: 0.0482339, NDCG: 0.0299617, F1: 0.0173256, HIT_RATE: 0.1126163, ARHR: 0.0492072, RMSE: 0.9151179, NOVELTY: 0.0050945, AVERAGE_POPULARITY: 0.7275664, DIVERSITY_MEAN_INTER_LIST: 0.7339799, DIVERSITY_HERFINDAHL: 0.9733860, COVERAGE_ITEM: 0.0629900, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0656001, SHANNON_ENTROPY: 6.1669821, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 23, 'shrink': 1499, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0923642, PRECISION: 0.0144769, PRECISION_RECALL_MIN_DEN: 0.0482564, RECALL: 0.0482564, MAP: 0.0231015, MRR: 0.0655424, NDCG: 0.0401300, F1: 0.0222722, HIT_RATE: 0.1447691, ARHR: 0.0674099, RMSE: 0.9884610, NOVELTY: 0.0055506, AVERAGE_POPULARITY: 0.4714761, DIVERSITY_MEAN_INTER_LIST: 0.9535923, DIVERSITY_HERFINDAHL: 0.9953437, COVERAGE_ITEM: 0.1329549, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1759533, SHANNON_ENTROPY: 8.8737996, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1020766, PRECISION: 0.0166639, PRECISION_RECALL_MIN_DEN: 0.0555465, RECALL: 0.0555465, MAP: 0.0255256, MRR: 0.0717382, NDCG: 0.0449055, F1: 0.0256368, HIT_RATE: 0.1666395, ARHR: 0.0741221, RMSE: 0.9948274, NOVELTY: 0.0056551, AVERAGE_POPULARITY: 0.4173772, DIVERSITY_MEAN_INTER_LIST: 0.9666901, DIVERSITY_HERFINDAHL: 0.9966532, COVERAGE_ITEM: 0.1294945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2016527, SHANNON_ENTROPY: 9.1747683, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1020766, PRECISION: 0.0166639, PRECISION_RECALL_MIN_DEN: 0.0555465, RECALL: 0.0555465, MAP: 0.0255256, MRR: 0.0717382, NDCG: 0.0449055, F1: 0.0256368, HIT_RATE: 0.1666395, ARHR: 0.0741221, RMSE: 0.9948274, NOVELTY: 0.0056551, AVERAGE_POPULARITY: 0.4173772, DIVERSITY_MEAN_INTER_LIST: 0.9666901, DIVERSITY_HERFINDAHL: 0.9966532, COVERAGE_ITEM: 0.1294945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2016527, SHANNON_ENTROPY: 9.1747683, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1020766, PRECISION: 0.0166639, PRECISION_RECALL_MIN_DEN: 0.0555465, RECALL: 0.0555465, MAP: 0.0255256, MRR: 0.0717382, NDCG: 0.0449055, F1: 0.0256368, HIT_RATE: 0.1666395, ARHR: 0.0741221, RMSE: 0.9948274, NOVELTY: 0.0056551, AVERAGE_POPULARITY: 0.4173772, DIVERSITY_MEAN_INTER_LIST: 0.9666901, DIVERSITY_HERFINDAHL: 0.9966532, COVERAGE_ITEM: 0.1294945, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2016527, SHANNON_ENTROPY: 9.1747683, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 6, 'shrink': 1497, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1002455, PRECISION: 0.0162559, PRECISION_RECALL_MIN_DEN: 0.0541864, RECALL: 0.0541864, MAP: 0.0247185, MRR: 0.0696001, NDCG: 0.0436579, F1: 0.0250091, HIT_RATE: 0.1625592, ARHR: 0.0718492, RMSE: 0.9943385, NOVELTY: 0.0056490, AVERAGE_POPULARITY: 0.4204680, DIVERSITY_MEAN_INTER_LIST: 0.9662809, DIVERSITY_HERFINDAHL: 0.9966123, COVERAGE_ITEM: 0.1301974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2012218, SHANNON_ENTROPY: 9.1713233, 
