SearchBayesianSkopt: New best config found. Config 0: {'topK': 436, 'shrink': 149, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.905304733609751, 'tversky_beta': 0.5237417974998703} - results: ROC_AUC: 0.1168822, PRECISION: 0.0183604, PRECISION_RECALL_MIN_DEN: 0.0612014, RECALL: 0.0612014, MAP: 0.0309228, MRR: 0.0843378, NDCG: 0.0520362, F1: 0.0282468, HIT_RATE: 0.1836041, ARHR: 0.0884689, RMSE: 0.9583402, NOVELTY: 0.0058734, AVERAGE_POPULARITY: 0.3589814, DIVERSITY_MEAN_INTER_LIST: 0.9685216, DIVERSITY_HERFINDAHL: 0.9968462, COVERAGE_ITEM: 0.5631792, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1466286, SHANNON_ENTROPY: 10.0828947, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 496, 'shrink': 898, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9197620759720921, 'tversky_beta': 1.1103228480342269} - results: ROC_AUC: 0.0962642, PRECISION: 0.0154445, PRECISION_RECALL_MIN_DEN: 0.0514816, RECALL: 0.0514816, MAP: 0.0255196, MRR: 0.0706529, NDCG: 0.0433849, F1: 0.0237608, HIT_RATE: 0.1544449, ARHR: 0.0735556, RMSE: 0.9804180, NOVELTY: 0.0052743, AVERAGE_POPULARITY: 0.6460048, DIVERSITY_MEAN_INTER_LIST: 0.8290460, DIVERSITY_HERFINDAHL: 0.9828995, COVERAGE_ITEM: 0.3644769, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0689938, SHANNON_ENTROPY: 7.4587465, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 126, 'shrink': 1131, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1275433410386573, 'tversky_beta': 0.6465537511152409} - results: ROC_AUC: 0.1035833, PRECISION: 0.0164515, PRECISION_RECALL_MIN_DEN: 0.0548382, RECALL: 0.0548382, MAP: 0.0273106, MRR: 0.0754945, NDCG: 0.0463530, F1: 0.0253100, HIT_RATE: 0.1645147, ARHR: 0.0786498, RMSE: 0.9880739, NOVELTY: 0.0054355, AVERAGE_POPULARITY: 0.5523691, DIVERSITY_MEAN_INTER_LIST: 0.9096102, DIVERSITY_HERFINDAHL: 0.9909554, COVERAGE_ITEM: 0.4085428, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0911945, SHANNON_ENTROPY: 8.4798966, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 893, 'shrink': 91, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7334939963745256, 'tversky_beta': 1.2724350148664163} - results: ROC_AUC: 0.1098464, PRECISION: 0.0173596, PRECISION_RECALL_MIN_DEN: 0.0578654, RECALL: 0.0578654, MAP: 0.0292820, MRR: 0.0804963, NDCG: 0.0493241, F1: 0.0267071, HIT_RATE: 0.1735961, ARHR: 0.0840908, RMSE: 0.9456661, NOVELTY: 0.0055482, AVERAGE_POPULARITY: 0.5369040, DIVERSITY_MEAN_INTER_LIST: 0.8947204, DIVERSITY_HERFINDAHL: 0.9894665, COVERAGE_ITEM: 0.5496080, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1122323, SHANNON_ENTROPY: 8.6857390, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 298, 'shrink': 353, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2901122923449095, 'tversky_beta': 1.7557607042179353} - results: ROC_AUC: 0.1098580, PRECISION: 0.0174276, PRECISION_RECALL_MIN_DEN: 0.0580919, RECALL: 0.0580919, MAP: 0.0294273, MRR: 0.0806020, NDCG: 0.0494950, F1: 0.0268116, HIT_RATE: 0.1742757, ARHR: 0.0843604, RMSE: 0.9784547, NOVELTY: 0.0054921, AVERAGE_POPULARITY: 0.5337934, DIVERSITY_MEAN_INTER_LIST: 0.9138290, DIVERSITY_HERFINDAHL: 0.9913773, COVERAGE_ITEM: 0.4390376, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0977302, SHANNON_ENTROPY: 8.6452742, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0015968, PRECISION: 0.0002965, PRECISION_RECALL_MIN_DEN: 0.0009884, RECALL: 0.0009884, MAP: 0.0003739, MRR: 0.0010352, NDCG: 0.0007102, F1: 0.0004562, HIT_RATE: 0.0029653, ARHR: 0.0010784, RMSE: 0.8726366, NOVELTY: 0.0003857, AVERAGE_POPULARITY: 0.0003052, DIVERSITY_MEAN_INTER_LIST: 0.9916957, DIVERSITY_HERFINDAHL: 0.9991634, COVERAGE_ITEM: 0.3616653, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2589700, SHANNON_ENTROPY: 11.1020778, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.0843334, PRECISION: 0.0126089, PRECISION_RECALL_MIN_DEN: 0.0420296, RECALL: 0.0420296, MAP: 0.0221754, MRR: 0.0611549, NDCG: 0.0368609, F1: 0.0193983, HIT_RATE: 0.1260888, ARHR: 0.0637815, RMSE: 0.9650657, NOVELTY: 0.0068307, AVERAGE_POPULARITY: 0.1443545, DIVERSITY_MEAN_INTER_LIST: 0.9952075, DIVERSITY_HERFINDAHL: 0.9995146, COVERAGE_ITEM: 0.9061909, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4689814, SHANNON_ENTROPY: 12.9615567, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 1.0235889557722126} - results: ROC_AUC: 0.0727822, PRECISION: 0.0114907, PRECISION_RECALL_MIN_DEN: 0.0383023, RECALL: 0.0383023, MAP: 0.0189242, MRR: 0.0515964, NDCG: 0.0321212, F1: 0.0176780, HIT_RATE: 0.1149070, ARHR: 0.0541301, RMSE: 0.9431969, NOVELTY: 0.0053434, AVERAGE_POPULARITY: 0.1233999, DIVERSITY_MEAN_INTER_LIST: 0.9945520, DIVERSITY_HERFINDAHL: 0.9994491, COVERAGE_ITEM: 0.8409840, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3870352, SHANNON_ENTROPY: 12.6525883, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0, 'tversky_beta': 0.9834428182607472} - results: ROC_AUC: 0.0129090, PRECISION: 0.0014827, PRECISION_RECALL_MIN_DEN: 0.0049422, RECALL: 0.0049422, MAP: 0.0038211, MRR: 0.0113398, NDCG: 0.0057367, F1: 0.0022810, HIT_RATE: 0.0148267, ARHR: 0.0114016, RMSE: 0.9978695, NOVELTY: 0.0062696, AVERAGE_POPULARITY: 0.0103516, DIVERSITY_MEAN_INTER_LIST: 0.4604077, DIVERSITY_HERFINDAHL: 0.9460379, COVERAGE_ITEM: 0.5070019, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0988765, SHANNON_ENTROPY: 5.8942820, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.1142800, PRECISION: 0.0181565, PRECISION_RECALL_MIN_DEN: 0.0605218, RECALL: 0.0605218, MAP: 0.0302370, MRR: 0.0824058, NDCG: 0.0510828, F1: 0.0279331, HIT_RATE: 0.1815655, ARHR: 0.0864873, RMSE: 0.9978115, NOVELTY: 0.0058869, AVERAGE_POPULARITY: 0.3330173, DIVERSITY_MEAN_INTER_LIST: 0.9786336, DIVERSITY_HERFINDAHL: 0.9978573, COVERAGE_ITEM: 0.4420654, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1464406, SHANNON_ENTROPY: 10.1510715, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.0129754, PRECISION: 0.0032001, PRECISION_RECALL_MIN_DEN: 0.0106670, RECALL: 0.0106670, MAP: 0.0025776, MRR: 0.0071703, NDCG: 0.0061009, F1: 0.0049232, HIT_RATE: 0.0320010, ARHR: 0.0074453, RMSE: 0.9787412, NOVELTY: 0.0025191, AVERAGE_POPULARITY: 0.0105618, DIVERSITY_MEAN_INTER_LIST: 0.9920371, DIVERSITY_HERFINDAHL: 0.9991976, COVERAGE_ITEM: 0.7476615, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2585490, SHANNON_ENTROPY: 11.8371870, 
