SearchBayesianSkopt: New best config found. Config 0: {'topK': 805, 'shrink': 1005, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0943755, PRECISION: 0.0149132, PRECISION_RECALL_MIN_DEN: 0.0497107, RECALL: 0.0497107, MAP: 0.0247828, MRR: 0.0687487, NDCG: 0.0420958, F1: 0.0229434, HIT_RATE: 0.1491320, ARHR: 0.0715123, RMSE: 0.9798888, NOVELTY: 0.0052300, AVERAGE_POPULARITY: 0.6714799, DIVERSITY_MEAN_INTER_LIST: 0.7951750, DIVERSITY_HERFINDAHL: 0.9795126, COVERAGE_ITEM: 0.3454447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0628975, SHANNON_ENTROPY: 7.1443216, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 996, 'shrink': 1455, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0914195, PRECISION: 0.0146908, PRECISION_RECALL_MIN_DEN: 0.0489693, RECALL: 0.0489693, MAP: 0.0238845, MRR: 0.0665529, NDCG: 0.0409428, F1: 0.0226012, HIT_RATE: 0.1469080, ARHR: 0.0690678, RMSE: 0.9841015, NOVELTY: 0.0051861, AVERAGE_POPULARITY: 0.6968286, DIVERSITY_MEAN_INTER_LIST: 0.7609820, DIVERSITY_HERFINDAHL: 0.9760935, COVERAGE_ITEM: 0.3262503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0571464, SHANNON_ENTROPY: 6.8408494, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 12, 'shrink': 1499, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1105310, PRECISION: 0.0175017, PRECISION_RECALL_MIN_DEN: 0.0583390, RECALL: 0.0583390, MAP: 0.0290088, MRR: 0.0793819, NDCG: 0.0491597, F1: 0.0269257, HIT_RATE: 0.1750170, ARHR: 0.0831502, RMSE: 0.9963852, NOVELTY: 0.0057576, AVERAGE_POPULARITY: 0.3951470, DIVERSITY_MEAN_INTER_LIST: 0.9694432, DIVERSITY_HERFINDAHL: 0.9969383, COVERAGE_ITEM: 0.4608813, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1332923, SHANNON_ENTROPY: 9.8416001, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 9, 'shrink': 3, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0961352, PRECISION: 0.0160499, PRECISION_RECALL_MIN_DEN: 0.0534997, RECALL: 0.0534997, MAP: 0.0248564, MRR: 0.0676864, NDCG: 0.0431446, F1: 0.0246922, HIT_RATE: 0.1604992, ARHR: 0.0710378, RMSE: 0.9834637, NOVELTY: 0.0067767, AVERAGE_POPULARITY: 0.1359198, DIVERSITY_MEAN_INTER_LIST: 0.9935671, DIVERSITY_HERFINDAHL: 0.9993506, COVERAGE_ITEM: 0.8593674, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4023544, SHANNON_ENTROPY: 12.5984815, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 988, 'shrink': 8, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0987078, PRECISION: 0.0156669, PRECISION_RECALL_MIN_DEN: 0.0522230, RECALL: 0.0522230, MAP: 0.0265473, MRR: 0.0725450, NDCG: 0.0445610, F1: 0.0241029, HIT_RATE: 0.1566689, ARHR: 0.0760285, RMSE: 0.9279983, NOVELTY: 0.0061710, AVERAGE_POPULARITY: 0.2785099, DIVERSITY_MEAN_INTER_LIST: 0.9740884, DIVERSITY_HERFINDAHL: 0.9974028, COVERAGE_ITEM: 0.8635307, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3004658, SHANNON_ENTROPY: 11.5228622, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 983, 'shrink': 1478, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0913968, PRECISION: 0.0146723, PRECISION_RECALL_MIN_DEN: 0.0489076, RECALL: 0.0489076, MAP: 0.0239224, MRR: 0.0666214, NDCG: 0.0409574, F1: 0.0225727, HIT_RATE: 0.1467227, ARHR: 0.0691590, RMSE: 0.9843133, NOVELTY: 0.0051860, AVERAGE_POPULARITY: 0.6967428, DIVERSITY_MEAN_INTER_LIST: 0.7612497, DIVERSITY_HERFINDAHL: 0.9761203, COVERAGE_ITEM: 0.3262503, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0571661, SHANNON_ENTROPY: 6.8423092, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 11, 'shrink': 1495, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1101852, PRECISION: 0.0174708, PRECISION_RECALL_MIN_DEN: 0.0582360, RECALL: 0.0582360, MAP: 0.0289624, MRR: 0.0792120, NDCG: 0.0490648, F1: 0.0268782, HIT_RATE: 0.1747081, ARHR: 0.0829868, RMSE: 0.9965059, NOVELTY: 0.0057681, AVERAGE_POPULARITY: 0.3895719, DIVERSITY_MEAN_INTER_LIST: 0.9703906, DIVERSITY_HERFINDAHL: 0.9970331, COVERAGE_ITEM: 0.4605569, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1344688, SHANNON_ENTROPY: 9.8710149, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 996, 'shrink': 1, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0849634, PRECISION: 0.0134800, PRECISION_RECALL_MIN_DEN: 0.0449332, RECALL: 0.0449332, MAP: 0.0225662, MRR: 0.0617876, NDCG: 0.0380837, F1: 0.0207384, HIT_RATE: 0.1347995, ARHR: 0.0646846, RMSE: 0.9250838, NOVELTY: 0.0060802, AVERAGE_POPULARITY: 0.2137513, DIVERSITY_MEAN_INTER_LIST: 0.9843296, DIVERSITY_HERFINDAHL: 0.9984269, COVERAGE_ITEM: 0.8855907, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3501187, SHANNON_ENTROPY: 12.1259715, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1108853, PRECISION: 0.0175079, PRECISION_RECALL_MIN_DEN: 0.0583596, RECALL: 0.0583596, MAP: 0.0293350, MRR: 0.0802438, NDCG: 0.0494919, F1: 0.0269352, HIT_RATE: 0.1750788, ARHR: 0.0840574, RMSE: 0.9973574, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.3424022, DIVERSITY_MEAN_INTER_LIST: 0.9765787, DIVERSITY_HERFINDAHL: 0.9976518, COVERAGE_ITEM: 0.4459043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1445293, SHANNON_ENTROPY: 10.0802501, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 7, 'shrink': 1492, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1108417, PRECISION: 0.0176561, PRECISION_RECALL_MIN_DEN: 0.0588538, RECALL: 0.0588538, MAP: 0.0292962, MRR: 0.0798136, NDCG: 0.0495507, F1: 0.0271633, HIT_RATE: 0.1765614, ARHR: 0.0837755, RMSE: 0.9970209, NOVELTY: 0.0058203, AVERAGE_POPULARITY: 0.3619687, DIVERSITY_MEAN_INTER_LIST: 0.9748349, DIVERSITY_HERFINDAHL: 0.9974775, COVERAGE_ITEM: 0.4510949, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1405014, SHANNON_ENTROPY: 10.0071136, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 992, 'shrink': 1469, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0913655, PRECISION: 0.0146537, PRECISION_RECALL_MIN_DEN: 0.0488458, RECALL: 0.0488458, MAP: 0.0238744, MRR: 0.0665278, NDCG: 0.0408945, F1: 0.0225442, HIT_RATE: 0.1465373, ARHR: 0.0690401, RMSE: 0.9842235, NOVELTY: 0.0051858, AVERAGE_POPULARITY: 0.6969373, DIVERSITY_MEAN_INTER_LIST: 0.7608966, DIVERSITY_HERFINDAHL: 0.9760850, COVERAGE_ITEM: 0.3263044, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0571275, SHANNON_ENTROPY: 6.8397669, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1108853, PRECISION: 0.0175079, PRECISION_RECALL_MIN_DEN: 0.0583596, RECALL: 0.0583596, MAP: 0.0293350, MRR: 0.0802438, NDCG: 0.0494919, F1: 0.0269352, HIT_RATE: 0.1750788, ARHR: 0.0840574, RMSE: 0.9973574, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.3424022, DIVERSITY_MEAN_INTER_LIST: 0.9765787, DIVERSITY_HERFINDAHL: 0.9976518, COVERAGE_ITEM: 0.4459043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1445293, SHANNON_ENTROPY: 10.0802501, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 11, 'shrink': 1492, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1101714, PRECISION: 0.0174708, PRECISION_RECALL_MIN_DEN: 0.0582360, RECALL: 0.0582360, MAP: 0.0289514, MRR: 0.0791790, NDCG: 0.0490532, F1: 0.0268782, HIT_RATE: 0.1747081, ARHR: 0.0829539, RMSE: 0.9965007, NOVELTY: 0.0057681, AVERAGE_POPULARITY: 0.3895550, DIVERSITY_MEAN_INTER_LIST: 0.9703954, DIVERSITY_HERFINDAHL: 0.9970335, COVERAGE_ITEM: 0.4606110, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1344642, SHANNON_ENTROPY: 9.8711860, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 21, 'shrink': 14, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1083894, PRECISION: 0.0169828, PRECISION_RECALL_MIN_DEN: 0.0566092, RECALL: 0.0566092, MAP: 0.0287473, MRR: 0.0787101, NDCG: 0.0483166, F1: 0.0261273, HIT_RATE: 0.1698276, ARHR: 0.0823966, RMSE: 0.9806207, NOVELTY: 0.0066327, AVERAGE_POPULARITY: 0.1668045, DIVERSITY_MEAN_INTER_LIST: 0.9939184, DIVERSITY_HERFINDAHL: 0.9993857, COVERAGE_ITEM: 0.8672614, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3749976, SHANNON_ENTROPY: 12.4920501, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1108853, PRECISION: 0.0175079, PRECISION_RECALL_MIN_DEN: 0.0583596, RECALL: 0.0583596, MAP: 0.0293350, MRR: 0.0802438, NDCG: 0.0494919, F1: 0.0269352, HIT_RATE: 0.1750788, ARHR: 0.0840574, RMSE: 0.9973574, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.3424022, DIVERSITY_MEAN_INTER_LIST: 0.9765787, DIVERSITY_HERFINDAHL: 0.9976518, COVERAGE_ITEM: 0.4459043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1445293, SHANNON_ENTROPY: 10.0802501, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 17, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1085903, PRECISION: 0.0172422, PRECISION_RECALL_MIN_DEN: 0.0574741, RECALL: 0.0574741, MAP: 0.0284740, MRR: 0.0778910, NDCG: 0.0483099, F1: 0.0265265, HIT_RATE: 0.1724223, ARHR: 0.0815937, RMSE: 0.9958642, NOVELTY: 0.0057135, AVERAGE_POPULARITY: 0.4184475, DIVERSITY_MEAN_INTER_LIST: 0.9645941, DIVERSITY_HERFINDAHL: 0.9964534, COVERAGE_ITEM: 0.4649365, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1285551, SHANNON_ENTROPY: 9.7050770, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 990, 'shrink': 1487, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0912531, PRECISION: 0.0146661, PRECISION_RECALL_MIN_DEN: 0.0488870, RECALL: 0.0488870, MAP: 0.0238869, MRR: 0.0665417, NDCG: 0.0409150, F1: 0.0225632, HIT_RATE: 0.1466609, ARHR: 0.0690658, RMSE: 0.9843714, NOVELTY: 0.0051852, AVERAGE_POPULARITY: 0.6972544, DIVERSITY_MEAN_INTER_LIST: 0.7605325, DIVERSITY_HERFINDAHL: 0.9760486, COVERAGE_ITEM: 0.3257097, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570845, SHANNON_ENTROPY: 6.8360463, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 17, 'shrink': 4, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0930504, PRECISION: 0.0149503, PRECISION_RECALL_MIN_DEN: 0.0498342, RECALL: 0.0498342, MAP: 0.0242402, MRR: 0.0662898, NDCG: 0.0413972, F1: 0.0230004, HIT_RATE: 0.1495027, ARHR: 0.0694212, RMSE: 0.9807412, NOVELTY: 0.0067634, AVERAGE_POPULARITY: 0.1339444, DIVERSITY_MEAN_INTER_LIST: 0.9956801, DIVERSITY_HERFINDAHL: 0.9995619, COVERAGE_ITEM: 0.8809408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4310078, SHANNON_ENTROPY: 12.8268213, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 991, 'shrink': 1491, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0912462, PRECISION: 0.0146661, PRECISION_RECALL_MIN_DEN: 0.0488870, RECALL: 0.0488870, MAP: 0.0238851, MRR: 0.0665363, NDCG: 0.0409129, F1: 0.0225632, HIT_RATE: 0.1466609, ARHR: 0.0690604, RMSE: 0.9844011, NOVELTY: 0.0051850, AVERAGE_POPULARITY: 0.6974075, DIVERSITY_MEAN_INTER_LIST: 0.7602755, DIVERSITY_HERFINDAHL: 0.9760229, COVERAGE_ITEM: 0.3253852, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570576, SHANNON_ENTROPY: 6.8342325, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1108853, PRECISION: 0.0175079, PRECISION_RECALL_MIN_DEN: 0.0583596, RECALL: 0.0583596, MAP: 0.0293350, MRR: 0.0802438, NDCG: 0.0494919, F1: 0.0269352, HIT_RATE: 0.1750788, ARHR: 0.0840574, RMSE: 0.9973574, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.3424022, DIVERSITY_MEAN_INTER_LIST: 0.9765787, DIVERSITY_HERFINDAHL: 0.9976518, COVERAGE_ITEM: 0.4459043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1445293, SHANNON_ENTROPY: 10.0802501, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 7, 'shrink': 7, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1032025, PRECISION: 0.0168963, PRECISION_RECALL_MIN_DEN: 0.0563209, RECALL: 0.0563209, MAP: 0.0268215, MRR: 0.0731769, NDCG: 0.0461385, F1: 0.0259943, HIT_RATE: 0.1689627, ARHR: 0.0767222, RMSE: 0.9848177, NOVELTY: 0.0067083, AVERAGE_POPULARITY: 0.1410509, DIVERSITY_MEAN_INTER_LIST: 0.9918651, DIVERSITY_HERFINDAHL: 0.9991804, COVERAGE_ITEM: 0.8515815, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3765369, SHANNON_ENTROPY: 12.4255885, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1108853, PRECISION: 0.0175079, PRECISION_RECALL_MIN_DEN: 0.0583596, RECALL: 0.0583596, MAP: 0.0293350, MRR: 0.0802438, NDCG: 0.0494919, F1: 0.0269352, HIT_RATE: 0.1750788, ARHR: 0.0840574, RMSE: 0.9973574, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.3424022, DIVERSITY_MEAN_INTER_LIST: 0.9765787, DIVERSITY_HERFINDAHL: 0.9976518, COVERAGE_ITEM: 0.4459043, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1445293, SHANNON_ENTROPY: 10.0802501, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 996, 'shrink': 13, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1054005, PRECISION: 0.0164638, PRECISION_RECALL_MIN_DEN: 0.0548794, RECALL: 0.0548794, MAP: 0.0282024, MRR: 0.0770541, NDCG: 0.0471693, F1: 0.0253290, HIT_RATE: 0.1646383, ARHR: 0.0807537, RMSE: 0.9294350, NOVELTY: 0.0061382, AVERAGE_POPULARITY: 0.3115022, DIVERSITY_MEAN_INTER_LIST: 0.9680633, DIVERSITY_HERFINDAHL: 0.9968004, COVERAGE_ITEM: 0.8422276, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2716509, SHANNON_ENTROPY: 11.1758013, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 998, 'shrink': 1498, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0910721, PRECISION: 0.0146723, PRECISION_RECALL_MIN_DEN: 0.0489076, RECALL: 0.0489076, MAP: 0.0238347, MRR: 0.0663989, NDCG: 0.0408647, F1: 0.0225727, HIT_RATE: 0.1467227, ARHR: 0.0689161, RMSE: 0.9844433, NOVELTY: 0.0051842, AVERAGE_POPULARITY: 0.6979500, DIVERSITY_MEAN_INTER_LIST: 0.7594604, DIVERSITY_HERFINDAHL: 0.9759413, COVERAGE_ITEM: 0.3250068, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0569549, SHANNON_ENTROPY: 6.8278264, 
SearchBayesianSkopt: Search complete. Best config is 21: {'topK': 12, 'shrink': 37, 'similarity': 'jaccard', 'normalize': False}
