SearchBayesianSkopt: New best config found. Config 0: {'topK': 290, 'shrink': 468, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1019909, PRECISION: 0.0158831, PRECISION_RECALL_MIN_DEN: 0.0529437, RECALL: 0.0529437, MAP: 0.0270635, MRR: 0.0748669, NDCG: 0.0455062, F1: 0.0244356, HIT_RATE: 0.1588312, ARHR: 0.0779651, RMSE: 0.9714854, NOVELTY: 0.0055244, AVERAGE_POPULARITY: 0.5309041, DIVERSITY_MEAN_INTER_LIST: 0.9165437, DIVERSITY_HERFINDAHL: 0.9916487, COVERAGE_ITEM: 0.3998919, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1030458, SHANNON_ENTROPY: 8.6978619, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1082714, PRECISION: 0.0170013, PRECISION_RECALL_MIN_DEN: 0.0566710, RECALL: 0.0566710, MAP: 0.0285168, MRR: 0.0782678, NDCG: 0.0481404, F1: 0.0261558, HIT_RATE: 0.1700130, ARHR: 0.0818541, RMSE: 0.9972742, NOVELTY: 0.0059285, AVERAGE_POPULARITY: 0.3428685, DIVERSITY_MEAN_INTER_LIST: 0.9768417, DIVERSITY_HERFINDAHL: 0.9976781, COVERAGE_ITEM: 0.4097324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497373, SHANNON_ENTROPY: 10.0654599, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 12, 'shrink': 17, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1049858, PRECISION: 0.0165194, PRECISION_RECALL_MIN_DEN: 0.0550648, RECALL: 0.0550648, MAP: 0.0281688, MRR: 0.0769411, NDCG: 0.0471654, F1: 0.0254145, HIT_RATE: 0.1651943, ARHR: 0.0806352, RMSE: 0.9835930, NOVELTY: 0.0069105, AVERAGE_POPULARITY: 0.1557014, DIVERSITY_MEAN_INTER_LIST: 0.9931994, DIVERSITY_HERFINDAHL: 0.9993138, COVERAGE_ITEM: 0.7649094, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3599477, SHANNON_ENTROPY: 12.3013443, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1000, 'shrink': 16, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0957286, PRECISION: 0.0148329, PRECISION_RECALL_MIN_DEN: 0.0494430, RECALL: 0.0494430, MAP: 0.0258292, MRR: 0.0712048, NDCG: 0.0430274, F1: 0.0228198, HIT_RATE: 0.1483289, ARHR: 0.0742908, RMSE: 0.9209294, NOVELTY: 0.0063925, AVERAGE_POPULARITY: 0.2872358, DIVERSITY_MEAN_INTER_LIST: 0.9775463, DIVERSITY_HERFINDAHL: 0.9977486, COVERAGE_ITEM: 0.7020276, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2598190, SHANNON_ENTROPY: 11.2134751, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 9, 'shrink': 8, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0979631, PRECISION: 0.0159202, PRECISION_RECALL_MIN_DEN: 0.0530673, RECALL: 0.0530673, MAP: 0.0259554, MRR: 0.0708789, NDCG: 0.0441783, F1: 0.0244926, HIT_RATE: 0.1592018, ARHR: 0.0742823, RMSE: 0.9841163, NOVELTY: 0.0068217, AVERAGE_POPULARITY: 0.1482958, DIVERSITY_MEAN_INTER_LIST: 0.9914396, DIVERSITY_HERFINDAHL: 0.9991378, COVERAGE_ITEM: 0.7710733, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3577699, SHANNON_ENTROPY: 12.2578693, 
SearchBayesianSkopt: New best config found. Config 28: {'topK': 10, 'shrink': 36, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1184570, PRECISION: 0.0185705, PRECISION_RECALL_MIN_DEN: 0.0619015, RECALL: 0.0619015, MAP: 0.0316633, MRR: 0.0862174, NDCG: 0.0529904, F1: 0.0285699, HIT_RATE: 0.1857046, ARHR: 0.0905092, RMSE: 0.9853908, NOVELTY: 0.0066915, AVERAGE_POPULARITY: 0.1900226, DIVERSITY_MEAN_INTER_LIST: 0.9909885, DIVERSITY_HERFINDAHL: 0.9990927, COVERAGE_ITEM: 0.7228981, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3021635, SHANNON_ENTROPY: 11.8616297, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1000, 'shrink': 18, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0969751, PRECISION: 0.0149997, PRECISION_RECALL_MIN_DEN: 0.0499990, RECALL: 0.0499990, MAP: 0.0260244, MRR: 0.0717045, NDCG: 0.0434115, F1: 0.0230764, HIT_RATE: 0.1499969, ARHR: 0.0748290, RMSE: 0.9212476, NOVELTY: 0.0063632, AVERAGE_POPULARITY: 0.2935374, DIVERSITY_MEAN_INTER_LIST: 0.9766090, DIVERSITY_HERFINDAHL: 0.9976549, COVERAGE_ITEM: 0.6917005, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2529923, SHANNON_ENTROPY: 11.1373090, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1005964, PRECISION: 0.0170322, PRECISION_RECALL_MIN_DEN: 0.0567740, RECALL: 0.0567740, MAP: 0.0258453, MRR: 0.0697792, NDCG: 0.0451394, F1: 0.0262034, HIT_RATE: 0.1703219, ARHR: 0.0735597, RMSE: 0.9859494, NOVELTY: 0.0066478, AVERAGE_POPULARITY: 0.1641485, DIVERSITY_MEAN_INTER_LIST: 0.9785342, DIVERSITY_HERFINDAHL: 0.9978474, COVERAGE_ITEM: 0.7198162, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2659515, SHANNON_ENTROPY: 11.4837441, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1082714, PRECISION: 0.0170013, PRECISION_RECALL_MIN_DEN: 0.0566710, RECALL: 0.0566710, MAP: 0.0285168, MRR: 0.0782678, NDCG: 0.0481404, F1: 0.0261558, HIT_RATE: 0.1700130, ARHR: 0.0818541, RMSE: 0.9972742, NOVELTY: 0.0059285, AVERAGE_POPULARITY: 0.3428685, DIVERSITY_MEAN_INTER_LIST: 0.9768417, DIVERSITY_HERFINDAHL: 0.9976781, COVERAGE_ITEM: 0.4097324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497373, SHANNON_ENTROPY: 10.0654599, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1082714, PRECISION: 0.0170013, PRECISION_RECALL_MIN_DEN: 0.0566710, RECALL: 0.0566710, MAP: 0.0285168, MRR: 0.0782678, NDCG: 0.0481404, F1: 0.0261558, HIT_RATE: 0.1700130, ARHR: 0.0818541, RMSE: 0.9972742, NOVELTY: 0.0059285, AVERAGE_POPULARITY: 0.3428685, DIVERSITY_MEAN_INTER_LIST: 0.9768417, DIVERSITY_HERFINDAHL: 0.9976781, COVERAGE_ITEM: 0.4097324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497373, SHANNON_ENTROPY: 10.0654599, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1082714, PRECISION: 0.0170013, PRECISION_RECALL_MIN_DEN: 0.0566710, RECALL: 0.0566710, MAP: 0.0285168, MRR: 0.0782678, NDCG: 0.0481404, F1: 0.0261558, HIT_RATE: 0.1700130, ARHR: 0.0818541, RMSE: 0.9972742, NOVELTY: 0.0059285, AVERAGE_POPULARITY: 0.3428685, DIVERSITY_MEAN_INTER_LIST: 0.9768417, DIVERSITY_HERFINDAHL: 0.9976781, COVERAGE_ITEM: 0.4097324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497373, SHANNON_ENTROPY: 10.0654599, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 1500, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1082714, PRECISION: 0.0170013, PRECISION_RECALL_MIN_DEN: 0.0566710, RECALL: 0.0566710, MAP: 0.0285168, MRR: 0.0782678, NDCG: 0.0481404, F1: 0.0261558, HIT_RATE: 0.1700130, ARHR: 0.0818541, RMSE: 0.9972742, NOVELTY: 0.0059285, AVERAGE_POPULARITY: 0.3428685, DIVERSITY_MEAN_INTER_LIST: 0.9768417, DIVERSITY_HERFINDAHL: 0.9976781, COVERAGE_ITEM: 0.4097324, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1497373, SHANNON_ENTROPY: 10.0654599, 
SearchBayesianSkopt: Search complete. Best config is 28: {'topK': 10, 'shrink': 36, 'similarity': 'jaccard', 'normalize': True}
