SearchBayesianSkopt: New best config found. Config 0: {'topK': 683, 'shrink': 508, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0668872, PRECISION: 0.0114352, PRECISION_RECALL_MIN_DEN: 0.0381173, RECALL: 0.0381173, MAP: 0.0166378, MRR: 0.0470788, NDCG: 0.0299001, F1: 0.0175926, HIT_RATE: 0.1143518, ARHR: 0.0484729, RMSE: 0.9796241, NOVELTY: 0.0051183, AVERAGE_POPULARITY: 0.6959208, DIVERSITY_MEAN_INTER_LIST: 0.8337255, DIVERSITY_HERFINDAHL: 0.9833685, COVERAGE_ITEM: 0.1055420, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0534866, SHANNON_ENTROPY: 6.7604682, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 659, 'shrink': 221, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0668849, PRECISION: 0.0112665, PRECISION_RECALL_MIN_DEN: 0.0375548, RECALL: 0.0375548, MAP: 0.0166815, MRR: 0.0472214, NDCG: 0.0297722, F1: 0.0173330, HIT_RATE: 0.1126645, ARHR: 0.0486066, RMSE: 0.9620686, NOVELTY: 0.0051228, AVERAGE_POPULARITY: 0.6931800, DIVERSITY_MEAN_INTER_LIST: 0.8362966, DIVERSITY_HERFINDAHL: 0.9836256, COVERAGE_ITEM: 0.1075966, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0538390, SHANNON_ENTROPY: 6.7909704, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 432, 'shrink': 592, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0646753, PRECISION: 0.0110158, PRECISION_RECALL_MIN_DEN: 0.0367192, RECALL: 0.0367192, MAP: 0.0158120, MRR: 0.0448885, NDCG: 0.0286138, F1: 0.0169473, HIT_RATE: 0.1101576, ARHR: 0.0461476, RMSE: 0.9874265, NOVELTY: 0.0052199, AVERAGE_POPULARITY: 0.6373300, DIVERSITY_MEAN_INTER_LIST: 0.8818852, DIVERSITY_HERFINDAHL: 0.9881843, COVERAGE_ITEM: 0.1608002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0621592, SHANNON_ENTROPY: 7.4345330, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 623, 'shrink': 985, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0670496, PRECISION: 0.0113532, PRECISION_RECALL_MIN_DEN: 0.0378441, RECALL: 0.0378441, MAP: 0.0164374, MRR: 0.0466183, NDCG: 0.0296305, F1: 0.0174665, HIT_RATE: 0.1135323, ARHR: 0.0479453, RMSE: 0.9892757, NOVELTY: 0.0051358, AVERAGE_POPULARITY: 0.6850494, DIVERSITY_MEAN_INTER_LIST: 0.8443955, DIVERSITY_HERFINDAHL: 0.9844355, COVERAGE_ITEM: 0.1153285, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0544869, SHANNON_ENTROPY: 6.8876395, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 155, 'shrink': 193, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0540840, PRECISION: 0.0087885, PRECISION_RECALL_MIN_DEN: 0.0292950, RECALL: 0.0292950, MAP: 0.0130534, MRR: 0.0373721, NDCG: 0.0233788, F1: 0.0135208, HIT_RATE: 0.0878851, ARHR: 0.0382527, RMSE: 0.9865433, NOVELTY: 0.0055780, AVERAGE_POPULARITY: 0.4782286, DIVERSITY_MEAN_INTER_LIST: 0.9537352, DIVERSITY_HERFINDAHL: 0.9953689, COVERAGE_ITEM: 0.3454447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1052017, SHANNON_ENTROPY: 9.1617244, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 999, 'shrink': 997, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0673936, PRECISION: 0.0115798, PRECISION_RECALL_MIN_DEN: 0.0385994, RECALL: 0.0385994, MAP: 0.0166719, MRR: 0.0471308, NDCG: 0.0300865, F1: 0.0178151, HIT_RATE: 0.1157981, ARHR: 0.0485528, RMSE: 0.9848759, NOVELTY: 0.0050588, AVERAGE_POPULARITY: 0.7355284, DIVERSITY_MEAN_INTER_LIST: 0.7871466, DIVERSITY_HERFINDAHL: 0.9787109, COVERAGE_ITEM: 0.0720195, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0523568, SHANNON_ENTROPY: 6.2948652, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 18, 'shrink': 23, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0278437, PRECISION: 0.0045702, PRECISION_RECALL_MIN_DEN: 0.0152341, RECALL: 0.0152341, MAP: 0.0064546, MRR: 0.0187427, NDCG: 0.0118497, F1: 0.0070311, HIT_RATE: 0.0457022, ARHR: 0.0190452, RMSE: 0.9920290, NOVELTY: 0.0062831, AVERAGE_POPULARITY: 0.2484907, DIVERSITY_MEAN_INTER_LIST: 0.9890288, DIVERSITY_HERFINDAHL: 0.9988981, COVERAGE_ITEM: 0.5379292, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2281094, SHANNON_ENTROPY: 11.2426233, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0649106, PRECISION: 0.0112279, PRECISION_RECALL_MIN_DEN: 0.0374263, RECALL: 0.0374263, MAP: 0.0157342, MRR: 0.0443451, NDCG: 0.0287047, F1: 0.0172737, HIT_RATE: 0.1122788, ARHR: 0.0457507, RMSE: 0.8716406, NOVELTY: 0.0050575, AVERAGE_POPULARITY: 0.7374497, DIVERSITY_MEAN_INTER_LIST: 0.7837323, DIVERSITY_HERFINDAHL: 0.9783695, COVERAGE_ITEM: 0.0722357, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0515946, SHANNON_ENTROPY: 6.2698106, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 993, 'shrink': 999, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0674305, PRECISION: 0.0115364, PRECISION_RECALL_MIN_DEN: 0.0384547, RECALL: 0.0384547, MAP: 0.0166464, MRR: 0.0470843, NDCG: 0.0300211, F1: 0.0177483, HIT_RATE: 0.1153642, ARHR: 0.0484913, RMSE: 0.9849690, NOVELTY: 0.0050596, AVERAGE_POPULARITY: 0.7349596, DIVERSITY_MEAN_INTER_LIST: 0.7879004, DIVERSITY_HERFINDAHL: 0.9787862, COVERAGE_ITEM: 0.0720735, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0525717, SHANNON_ENTROPY: 6.3019688, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 994, 'shrink': 10, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0668465, PRECISION: 0.0114786, PRECISION_RECALL_MIN_DEN: 0.0382619, RECALL: 0.0382619, MAP: 0.0162585, MRR: 0.0460138, NDCG: 0.0295558, F1: 0.0176593, HIT_RATE: 0.1147857, ARHR: 0.0473726, RMSE: 0.8281607, NOVELTY: 0.0050453, AVERAGE_POPULARITY: 0.7447868, DIVERSITY_MEAN_INTER_LIST: 0.7744598, DIVERSITY_HERFINDAHL: 0.9774423, COVERAGE_ITEM: 0.0653690, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0517627, SHANNON_ENTROPY: 6.1682003, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1000, 'shrink': 986, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0673896, PRECISION: 0.0115750, PRECISION_RECALL_MIN_DEN: 0.0385833, RECALL: 0.0385833, MAP: 0.0166812, MRR: 0.0471511, NDCG: 0.0300902, F1: 0.0178077, HIT_RATE: 0.1157499, ARHR: 0.0485768, RMSE: 0.9847134, NOVELTY: 0.0050586, AVERAGE_POPULARITY: 0.7356198, DIVERSITY_MEAN_INTER_LIST: 0.7870732, DIVERSITY_HERFINDAHL: 0.9787035, COVERAGE_ITEM: 0.0716410, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0525456, SHANNON_ENTROPY: 6.2936958, 
