SearchBayesianSkopt: New best config found. Config 0: {'topK': 147, 'shrink': 290, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8726812031091364, 'tversky_beta': 0.12821441384249835} - results: ROC_AUC: 0.1092112, PRECISION: 0.0173040, PRECISION_RECALL_MIN_DEN: 0.0576800, RECALL: 0.0576800, MAP: 0.0289111, MRR: 0.0793602, NDCG: 0.0488582, F1: 0.0266216, HIT_RATE: 0.1730401, ARHR: 0.0829630, RMSE: 0.9629551, NOVELTY: 0.0055777, AVERAGE_POPULARITY: 0.4725407, DIVERSITY_MEAN_INTER_LIST: 0.9452815, DIVERSITY_HERFINDAHL: 0.9945223, COVERAGE_ITEM: 0.4247634, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1053780, SHANNON_ENTROPY: 9.1154258, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 155, 'shrink': 189, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.011468133948498, 'tversky_beta': 1.0101815620575725} - results: ROC_AUC: 0.1150928, PRECISION: 0.0183481, PRECISION_RECALL_MIN_DEN: 0.0611602, RECALL: 0.0611602, MAP: 0.0308402, MRR: 0.0844665, NDCG: 0.0519513, F1: 0.0282278, HIT_RATE: 0.1834806, ARHR: 0.0884107, RMSE: 0.9727852, NOVELTY: 0.0056393, AVERAGE_POPULARITY: 0.4589993, DIVERSITY_MEAN_INTER_LIST: 0.9489807, DIVERSITY_HERFINDAHL: 0.9948922, COVERAGE_ITEM: 0.4822925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1163046, SHANNON_ENTROPY: 9.3512804, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 401, 'shrink': 573, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5402083639194921, 'tversky_beta': 1.117930701713212} - results: ROC_AUC: 0.1058592, PRECISION: 0.0167727, PRECISION_RECALL_MIN_DEN: 0.0559091, RECALL: 0.0559091, MAP: 0.0281951, MRR: 0.0773682, NDCG: 0.0475266, F1: 0.0258042, HIT_RATE: 0.1677272, ARHR: 0.0809013, RMSE: 0.9781422, NOVELTY: 0.0054281, AVERAGE_POPULARITY: 0.5611900, DIVERSITY_MEAN_INTER_LIST: 0.8966146, DIVERSITY_HERFINDAHL: 0.9896559, COVERAGE_ITEM: 0.4065964, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0881256, SHANNON_ENTROPY: 8.3168973, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 450, 'shrink': 39, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9283995295642691, 'tversky_beta': 1.717752314595811} - results: ROC_AUC: 0.1118605, PRECISION: 0.0173905, PRECISION_RECALL_MIN_DEN: 0.0579683, RECALL: 0.0579683, MAP: 0.0300227, MRR: 0.0819305, NDCG: 0.0500497, F1: 0.0267546, HIT_RATE: 0.1739050, ARHR: 0.0859104, RMSE: 0.9610931, NOVELTY: 0.0059398, AVERAGE_POPULARITY: 0.4181348, DIVERSITY_MEAN_INTER_LIST: 0.9457685, DIVERSITY_HERFINDAHL: 0.9945710, COVERAGE_ITEM: 0.7480400, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1984862, SHANNON_ENTROPY: 10.1492310, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 927, 'shrink': 726, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9189321187505313, 'tversky_beta': 1.146606164468094} - results: ROC_AUC: 0.0958317, PRECISION: 0.0153024, PRECISION_RECALL_MIN_DEN: 0.0510080, RECALL: 0.0510080, MAP: 0.0251803, MRR: 0.0698395, NDCG: 0.0429152, F1: 0.0235422, HIT_RATE: 0.1530240, ARHR: 0.0726510, RMSE: 0.9749393, NOVELTY: 0.0052411, AVERAGE_POPULARITY: 0.6662037, DIVERSITY_MEAN_INTER_LIST: 0.7985058, DIVERSITY_HERFINDAHL: 0.9798456, COVERAGE_ITEM: 0.3517707, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0641924, SHANNON_ENTROPY: 7.1981298, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 331, 'shrink': 931, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.738985333907081, 'tversky_beta': 1.0787093297087558} - results: ROC_AUC: 0.1039401, PRECISION: 0.0165133, PRECISION_RECALL_MIN_DEN: 0.0550442, RECALL: 0.0550442, MAP: 0.0275700, MRR: 0.0758460, NDCG: 0.0466324, F1: 0.0254050, HIT_RATE: 0.1651325, ARHR: 0.0792162, RMSE: 0.9843748, NOVELTY: 0.0053877, AVERAGE_POPULARITY: 0.5793627, DIVERSITY_MEAN_INTER_LIST: 0.8873785, DIVERSITY_HERFINDAHL: 0.9887324, COVERAGE_ITEM: 0.3936740, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0828324, SHANNON_ENTROPY: 8.1460192, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 471, 'shrink': 1013, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4019808396963863, 'tversky_beta': 1.0556886710771498} - results: ROC_AUC: 0.0919185, PRECISION: 0.0147402, PRECISION_RECALL_MIN_DEN: 0.0491341, RECALL: 0.0491341, MAP: 0.0239264, MRR: 0.0665082, NDCG: 0.0410133, F1: 0.0226773, HIT_RATE: 0.1474022, ARHR: 0.0690930, RMSE: 0.9805995, NOVELTY: 0.0052239, AVERAGE_POPULARITY: 0.6766360, DIVERSITY_MEAN_INTER_LIST: 0.7954243, DIVERSITY_HERFINDAHL: 0.9795375, COVERAGE_ITEM: 0.3550689, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0637950, SHANNON_ENTROPY: 7.1363541, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 931, 'shrink': 964, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9597526801065566, 'tversky_beta': 1.7677956313802576} - results: ROC_AUC: 0.1006298, PRECISION: 0.0159325, PRECISION_RECALL_MIN_DEN: 0.0531085, RECALL: 0.0531085, MAP: 0.0265912, MRR: 0.0734960, NDCG: 0.0450348, F1: 0.0245116, HIT_RATE: 0.1593254, ARHR: 0.0765801, RMSE: 0.9829825, NOVELTY: 0.0053058, AVERAGE_POPULARITY: 0.6303419, DIVERSITY_MEAN_INTER_LIST: 0.8342554, DIVERSITY_HERFINDAHL: 0.9834204, COVERAGE_ITEM: 0.3782644, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0723438, SHANNON_ENTROPY: 7.5845265, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 352, 'shrink': 361, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.41120574071721727, 'tversky_beta': 1.5904102975521028} - results: ROC_AUC: 0.1003065, PRECISION: 0.0160376, PRECISION_RECALL_MIN_DEN: 0.0534585, RECALL: 0.0534585, MAP: 0.0265689, MRR: 0.0734498, NDCG: 0.0451084, F1: 0.0246732, HIT_RATE: 0.1603756, ARHR: 0.0765122, RMSE: 0.9721915, NOVELTY: 0.0053203, AVERAGE_POPULARITY: 0.6215454, DIVERSITY_MEAN_INTER_LIST: 0.8586973, DIVERSITY_HERFINDAHL: 0.9858644, COVERAGE_ITEM: 0.3821033, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0751524, SHANNON_ENTROPY: 7.7661418, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 832, 'shrink': 905, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.756399026641111, 'tversky_beta': 0.8751546562472403} - results: ROC_AUC: 0.1007281, PRECISION: 0.0158090, PRECISION_RECALL_MIN_DEN: 0.0526966, RECALL: 0.0526966, MAP: 0.0265469, MRR: 0.0734121, NDCG: 0.0448744, F1: 0.0243215, HIT_RATE: 0.1580898, ARHR: 0.0764729, RMSE: 0.9799866, NOVELTY: 0.0053157, AVERAGE_POPULARITY: 0.6220210, DIVERSITY_MEAN_INTER_LIST: 0.8442774, DIVERSITY_HERFINDAHL: 0.9844225, COVERAGE_ITEM: 0.3783725, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0729674, SHANNON_ENTROPY: 7.6623425, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 443, 'shrink': 704, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7393944471313209, 'tversky_beta': 0.16485236815834406} - results: ROC_AUC: 0.0962341, PRECISION: 0.0154630, PRECISION_RECALL_MIN_DEN: 0.0515434, RECALL: 0.0515434, MAP: 0.0254235, MRR: 0.0702991, NDCG: 0.0432902, F1: 0.0237893, HIT_RATE: 0.1546303, ARHR: 0.0732329, RMSE: 0.9715973, NOVELTY: 0.0052898, AVERAGE_POPULARITY: 0.6336743, DIVERSITY_MEAN_INTER_LIST: 0.8422533, DIVERSITY_HERFINDAHL: 0.9842201, COVERAGE_ITEM: 0.3663693, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0709582, SHANNON_ENTROPY: 7.5809116, 
