SearchBayesianSkopt: New best config found. Config 0: {'topK': 611, 'shrink': 961, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0894442, PRECISION: 0.0139896, PRECISION_RECALL_MIN_DEN: 0.0466321, RECALL: 0.0466321, MAP: 0.0231446, MRR: 0.0644992, NDCG: 0.0394544, F1: 0.0215225, HIT_RATE: 0.1398964, ARHR: 0.0669513, RMSE: 0.9983152, NOVELTY: 0.0055683, AVERAGE_POPULARITY: 0.4757020, DIVERSITY_MEAN_INTER_LIST: 0.9460834, DIVERSITY_HERFINDAHL: 0.9945795, COVERAGE_ITEM: 0.1617735, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1849159, SHANNON_ENTROPY: 8.9298389, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'topK': 400, 'shrink': 733, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0828438, PRECISION: 0.0128924, PRECISION_RECALL_MIN_DEN: 0.0429747, RECALL: 0.0429747, MAP: 0.0209420, MRR: 0.0596751, NDCG: 0.0361754, F1: 0.0198345, HIT_RATE: 0.1289241, ARHR: 0.0612336, RMSE: 0.9986235, NOVELTY: 0.0056948, AVERAGE_POPULARITY: 0.4233303, DIVERSITY_MEAN_INTER_LIST: 0.9617922, DIVERSITY_HERFINDAHL: 0.9961499, COVERAGE_ITEM: 0.1822114, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2097789, SHANNON_ENTROPY: 9.3910793, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'topK': 437, 'shrink': 908, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0855318, PRECISION: 0.0131667, PRECISION_RECALL_MIN_DEN: 0.0438891, RECALL: 0.0438891, MAP: 0.0218363, MRR: 0.0616536, NDCG: 0.0373312, F1: 0.0202565, HIT_RATE: 0.1316672, ARHR: 0.0635643, RMSE: 0.9987672, NOVELTY: 0.0056687, AVERAGE_POPULARITY: 0.4333145, DIVERSITY_MEAN_INTER_LIST: 0.9590667, DIVERSITY_HERFINDAHL: 0.9958774, COVERAGE_ITEM: 0.1769127, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2045195, SHANNON_ENTROPY: 9.2978465, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 673, 'shrink': 54, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0898968, PRECISION: 0.0140201, PRECISION_RECALL_MIN_DEN: 0.0467337, RECALL: 0.0467337, MAP: 0.0229077, MRR: 0.0639642, NDCG: 0.0392825, F1: 0.0215694, HIT_RATE: 0.1402012, ARHR: 0.0663437, RMSE: 0.9774495, NOVELTY: 0.0055314, AVERAGE_POPULARITY: 0.4914970, DIVERSITY_MEAN_INTER_LIST: 0.9406479, DIVERSITY_HERFINDAHL: 0.9940361, COVERAGE_ITEM: 0.1556637, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1767975, SHANNON_ENTROPY: 8.7830908, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 196, 'shrink': 316, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0643054, PRECISION: 0.0094179, PRECISION_RECALL_MIN_DEN: 0.0313929, RECALL: 0.0313929, MAP: 0.0164195, MRR: 0.0467917, NDCG: 0.0276510, F1: 0.0144890, HIT_RATE: 0.0941786, ARHR: 0.0480251, RMSE: 0.9987436, NOVELTY: 0.0059841, AVERAGE_POPULARITY: 0.3232395, DIVERSITY_MEAN_INTER_LIST: 0.9815270, DIVERSITY_HERFINDAHL: 0.9981228, COVERAGE_ITEM: 0.2256285, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2705577, SHANNON_ENTROPY: 10.2600048, 
SearchBayesianSkopt: New best config found. Config 5: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0909085, PRECISION: 0.0146602, PRECISION_RECALL_MIN_DEN: 0.0488672, RECALL: 0.0488672, MAP: 0.0236098, MRR: 0.0657002, NDCG: 0.0406108, F1: 0.0225541, HIT_RATE: 0.1466016, ARHR: 0.0682649, RMSE: 0.9974829, NOVELTY: 0.0054589, AVERAGE_POPULARITY: 0.5228891, DIVERSITY_MEAN_INTER_LIST: 0.9268180, DIVERSITY_HERFINDAHL: 0.9926536, COVERAGE_ITEM: 0.1418221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1624096, SHANNON_ENTROPY: 8.4791626, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0851747, PRECISION: 0.0135629, PRECISION_RECALL_MIN_DEN: 0.0452098, RECALL: 0.0452098, MAP: 0.0215158, MRR: 0.0609392, NDCG: 0.0374299, F1: 0.0208661, HIT_RATE: 0.1356294, ARHR: 0.0627433, RMSE: 0.9436677, NOVELTY: 0.0056764, AVERAGE_POPULARITY: 0.4606223, DIVERSITY_MEAN_INTER_LIST: 0.9469009, DIVERSITY_HERFINDAHL: 0.9946612, COVERAGE_ITEM: 0.2053528, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2086447, SHANNON_ENTROPY: 9.2265208, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 9, 'shrink': 7, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0168817, PRECISION: 0.0029869, PRECISION_RECALL_MIN_DEN: 0.0099563, RECALL: 0.0099563, MAP: 0.0040103, MRR: 0.0117717, NDCG: 0.0075199, F1: 0.0045952, HIT_RATE: 0.0298689, ARHR: 0.0119013, RMSE: 0.9972540, NOVELTY: 0.0068091, AVERAGE_POPULARITY: 0.1499660, DIVERSITY_MEAN_INTER_LIST: 0.9912844, DIVERSITY_HERFINDAHL: 0.9990982, COVERAGE_ITEM: 0.3179778, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4335732, SHANNON_ENTROPY: 11.5451250, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 778, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0904344, PRECISION: 0.0140811, PRECISION_RECALL_MIN_DEN: 0.0469369, RECALL: 0.0469369, MAP: 0.0232340, MRR: 0.0646151, NDCG: 0.0396504, F1: 0.0216632, HIT_RATE: 0.1408107, ARHR: 0.0671586, RMSE: 0.9979581, NOVELTY: 0.0055122, AVERAGE_POPULARITY: 0.4991438, DIVERSITY_MEAN_INTER_LIST: 0.9376436, DIVERSITY_HERFINDAHL: 0.9937358, COVERAGE_ITEM: 0.1500946, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1739727, SHANNON_ENTROPY: 8.7024821, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0909085, PRECISION: 0.0146602, PRECISION_RECALL_MIN_DEN: 0.0488672, RECALL: 0.0488672, MAP: 0.0236098, MRR: 0.0657002, NDCG: 0.0406108, F1: 0.0225541, HIT_RATE: 0.1466016, ARHR: 0.0682649, RMSE: 0.9974829, NOVELTY: 0.0054589, AVERAGE_POPULARITY: 0.5228891, DIVERSITY_MEAN_INTER_LIST: 0.9268180, DIVERSITY_HERFINDAHL: 0.9926536, COVERAGE_ITEM: 0.1418221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1624096, SHANNON_ENTROPY: 8.4791626, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 1000, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0909085, PRECISION: 0.0146602, PRECISION_RECALL_MIN_DEN: 0.0488672, RECALL: 0.0488672, MAP: 0.0236098, MRR: 0.0657002, NDCG: 0.0406108, F1: 0.0225541, HIT_RATE: 0.1466016, ARHR: 0.0682649, RMSE: 0.9974829, NOVELTY: 0.0054589, AVERAGE_POPULARITY: 0.5228891, DIVERSITY_MEAN_INTER_LIST: 0.9268180, DIVERSITY_HERFINDAHL: 0.9926536, COVERAGE_ITEM: 0.1418221, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1624096, SHANNON_ENTROPY: 8.4791626, 
