SearchBayesianSkopt: New best config found. Config 0: {'topK': 746, 'shrink': 921, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0241840, PRECISION: 0.0039440, PRECISION_RECALL_MIN_DEN: 0.0394397, RECALL: 0.0394397, MAP: 0.0160747, MRR: 0.0160747, NDCG: 0.0214853, F1: 0.0071709, HIT_RATE: 0.0394397, ARHR: 0.0160747, RMSE: 0.9417169, NOVELTY: 0.0145780, AVERAGE_POPULARITY: 0.8087320, DIVERSITY_MEAN_INTER_LIST: 0.5776555, DIVERSITY_HERFINDAHL: 0.9577549, COVERAGE_ITEM: 0.0345271, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1276459, SHANNON_ENTROPY: 5.1300413, 
SearchBayesianSkopt: New best config found. Config 1: {'topK': 558, 'shrink': 628, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0251669, PRECISION: 0.0040546, PRECISION_RECALL_MIN_DEN: 0.0405455, RECALL: 0.0405455, MAP: 0.0168318, MRR: 0.0168318, NDCG: 0.0223237, F1: 0.0073719, HIT_RATE: 0.0405455, ARHR: 0.0168318, RMSE: 0.9288885, NOVELTY: 0.0146577, AVERAGE_POPULARITY: 0.7862883, DIVERSITY_MEAN_INTER_LIST: 0.6431938, DIVERSITY_HERFINDAHL: 0.9643075, COVERAGE_ITEM: 0.0488197, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1134593, SHANNON_ENTROPY: 5.4428391, 
SearchBayesianSkopt: New best config found. Config 2: {'topK': 864, 'shrink': 7, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0399107, PRECISION: 0.0059344, PRECISION_RECALL_MIN_DEN: 0.0593439, RECALL: 0.0593439, MAP: 0.0269783, MRR: 0.0269783, NDCG: 0.0345617, F1: 0.0107898, HIT_RATE: 0.0593439, ARHR: 0.0269783, RMSE: 0.7622571, NOVELTY: 0.0155442, AVERAGE_POPULARITY: 0.6061988, DIVERSITY_MEAN_INTER_LIST: 0.8579380, DIVERSITY_HERFINDAHL: 0.9857780, COVERAGE_ITEM: 0.2518066, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1049006, SHANNON_ENTROPY: 7.3083337, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 927, 'shrink': 113, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0319245, PRECISION: 0.0049023, PRECISION_RECALL_MIN_DEN: 0.0490232, RECALL: 0.0490232, MAP: 0.0215022, MRR: 0.0215022, NDCG: 0.0279248, F1: 0.0089133, HIT_RATE: 0.0490232, ARHR: 0.0215022, RMSE: 0.8253374, NOVELTY: 0.0149213, AVERAGE_POPULARITY: 0.7197858, DIVERSITY_MEAN_INTER_LIST: 0.7517931, DIVERSITY_HERFINDAHL: 0.9751655, COVERAGE_ITEM: 0.0814196, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1156509, SHANNON_ENTROPY: 6.1406828, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 959, 'shrink': 242, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0291191, PRECISION: 0.0045337, PRECISION_RECALL_MIN_DEN: 0.0453373, RECALL: 0.0453373, MAP: 0.0192503, MRR: 0.0192503, NDCG: 0.0253319, F1: 0.0082431, HIT_RATE: 0.0453373, ARHR: 0.0192503, RMSE: 0.8659978, NOVELTY: 0.0147415, AVERAGE_POPULARITY: 0.7640916, DIVERSITY_MEAN_INTER_LIST: 0.6787896, DIVERSITY_HERFINDAHL: 0.9678664, COVERAGE_ITEM: 0.0557251, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1168145, SHANNON_ENTROPY: 5.6574413, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 797, 'shrink': 386, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0270508, PRECISION: 0.0043310, PRECISION_RECALL_MIN_DEN: 0.0433100, RECALL: 0.0433100, MAP: 0.0181797, MRR: 0.0181797, NDCG: 0.0239980, F1: 0.0078745, HIT_RATE: 0.0433100, ARHR: 0.0181797, RMSE: 0.8973358, NOVELTY: 0.0146799, AVERAGE_POPULARITY: 0.7802317, DIVERSITY_MEAN_INTER_LIST: 0.6490143, DIVERSITY_HERFINDAHL: 0.9648895, COVERAGE_ITEM: 0.0493014, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1155771, SHANNON_ENTROPY: 5.4809654, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 684, 'shrink': 142, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0319040, PRECISION: 0.0049576, PRECISION_RECALL_MIN_DEN: 0.0495761, RECALL: 0.0495761, MAP: 0.0214014, MRR: 0.0214014, NDCG: 0.0279583, F1: 0.0090138, HIT_RATE: 0.0495761, ARHR: 0.0214014, RMSE: 0.8480867, NOVELTY: 0.0149200, AVERAGE_POPULARITY: 0.7196911, DIVERSITY_MEAN_INTER_LIST: 0.7585914, DIVERSITY_HERFINDAHL: 0.9758452, COVERAGE_ITEM: 0.0844709, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1139172, SHANNON_ENTROPY: 6.1754520, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 782, 'shrink': 23, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0376991, PRECISION: 0.0056395, PRECISION_RECALL_MIN_DEN: 0.0563951, RECALL: 0.0563951, MAP: 0.0256084, MRR: 0.0256084, NDCG: 0.0328163, F1: 0.0102537, HIT_RATE: 0.0563951, ARHR: 0.0256084, RMSE: 0.7834773, NOVELTY: 0.0153506, AVERAGE_POPULARITY: 0.6333538, DIVERSITY_MEAN_INTER_LIST: 0.8423341, DIVERSITY_HERFINDAHL: 0.9842179, COVERAGE_ITEM: 0.1755259, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1119699, SHANNON_ENTROPY: 7.0348489, 
SearchBayesianSkopt: New best config found. Config 8: {'topK': 49, 'shrink': 71, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0433919, PRECISION: 0.0064873, PRECISION_RECALL_MIN_DEN: 0.0648728, RECALL: 0.0648728, MAP: 0.0289144, MRR: 0.0289144, NDCG: 0.0373530, F1: 0.0117951, HIT_RATE: 0.0648728, ARHR: 0.0289144, RMSE: 0.9423132, NOVELTY: 0.0160601, AVERAGE_POPULARITY: 0.4962571, DIVERSITY_MEAN_INTER_LIST: 0.9445487, DIVERSITY_HERFINDAHL: 0.9944375, COVERAGE_ITEM: 0.2296451, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1872579, SHANNON_ENTROPY: 8.3612419, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 971, 'shrink': 814, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0240201, PRECISION: 0.0038887, PRECISION_RECALL_MIN_DEN: 0.0388868, RECALL: 0.0388868, MAP: 0.0161466, MRR: 0.0161466, NDCG: 0.0214168, F1: 0.0070703, HIT_RATE: 0.0388868, ARHR: 0.0161466, RMSE: 0.9332039, NOVELTY: 0.0145670, AVERAGE_POPULARITY: 0.8118915, DIVERSITY_MEAN_INTER_LIST: 0.5649060, DIVERSITY_HERFINDAHL: 0.9564802, COVERAGE_ITEM: 0.0321182, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1314810, SHANNON_ENTROPY: 5.0709868, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 159, 'shrink': 883, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0285662, PRECISION: 0.0043679, PRECISION_RECALL_MIN_DEN: 0.0436786, RECALL: 0.0436786, MAP: 0.0187419, MRR: 0.0187419, NDCG: 0.0245782, F1: 0.0079416, HIT_RATE: 0.0436786, ARHR: 0.0187419, RMSE: 0.9612495, NOVELTY: 0.0148828, AVERAGE_POPULARITY: 0.7281852, DIVERSITY_MEAN_INTER_LIST: 0.7701585, DIVERSITY_HERFINDAHL: 0.9770017, COVERAGE_ITEM: 0.0872009, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1111500, SHANNON_ENTROPY: 6.1978104, 
